Date,Minimum temperature (°C),Maximum temperature (°C),Station Name,Region Name
1990-02-08,29.29901088554935,38.44519613802879,Kununurra,"Kimberley, Western Australia"
1990-02-09,24.710220802886678,35.993512309275985,Kununurra,"Kimberley, Western Australia"
1990-02-10,20.040822238191925,31.674927986035392,Kununurra,"Kimberley, Western Australia"
1990-02-11,16.56185517957582,20.0,Kununurra,"Kimberley, Western Australia"
1990-02-12,17.264208531245814,26.244701347457898,Kununurra,"Kimberley, Western Australia"
1990-02-13,29.462273005138734,37.25271980299875,Kununurra,"Kimberley, Western Australia"
1990-02-14,21.254038773880144,30.2182248637339,Kununurra,"Kimberley, Western Australia"
1990-02-15,17.815021767153233,22.054825214506035,Kununurra,"Kimberley, Western Australia"
1990-02-16,21.95457742333733,33.458308208564986,Kununurra,"Kimberley, Western Australia"
1990-02-17,30.0,45.0,Kununurra,"Kimberley, Western Australia"
1990-02-18,21.600794762408146,32.79048480994276,Kununurra,"Kimberley, Western Australia"
1990-02-19,24.086015548537095,32.3073103849532,Kununurra,"Kimberley, Western Australia"
1990-02-20,22.50085159977914,29.189127450382372,Kununurra,"Kimberley, Western Australia"
1990-02-21,19.238750767532405,28.979258545406474,Kununurra,"Kimberley, Western Australia"
1990-02-22,15.287409009889299,26.57060783998149,Kununurra,"Kimberley, Western Australia"
1990-02-23,19.253286387935614,31.402351713657357,Kununurra,"Kimberley, Western Australia"
1990-02-24,19.95552883312611,32.57763722664164,Kununurra,"Kimberley, Western Australia"
1990-02-25,23.93311595591099,33.123931479970956,Kununurra,"Kimberley, Western Australia"
1990-02-26,25.194917069372526,36.44541316815444,Kununurra,"Kimberley, Western Australia"
1990-02-27,25.655510406517784,33.64919176572067,Kununurra,"Kimberley, Western Australia"
1990-02-28,22.427936626271293,32.79515752139784,Kununurra,"Kimberley, Western Australia"
1990-03-01,25.425705821353638,34.224573320475294,Kununurra,"Kimberley, Western Australia"
1990-03-02,17.228010295016738,29.67661635181484,Kununurra,"Kimberley, Western Australia"
1990-03-03,27.26434077616644,32.85488401425284,Kununurra,"Kimberley, Western Australia"
1990-03-04,23.564649102090044,33.780446439719746,Kununurra,"Kimberley, Western Australia"
1990-03-05,19.50953582448642,30.148839007629455,Kununurra,"Kimberley, Western Australia"
1990-03-06,23.442590732687485,30.921319654546323,Kununurra,"Kimberley, Western Australia"
1990-03-07,20.622141434894722,23.846450473862543,Kununurra,"Kimberley, Western Australia"
1990-03-08,26.658146937257136,43.40671377493619,Kununurra,"Kimberley, Western Australia"
1990-03-09,28.599084082110995,39.72650528432317,Kununurra,"Kimberley, Western Australia"
1990-03-10,30.0,39.47113212378725,Kununurra,"Kimberley, Western Australia"
1990-03-11,14.017518322559312,22.746995850464955,Kununurra,"Kimberley, Western Australia"
1990-03-12,13.779430972852053,22.156210673270095,Kununurra,"Kimberley, Western Australia"
1990-03-13,18.477670685267743,26.948073544653717,Kununurra,"Kimberley, Western Australia"
1990-03-14,21.800185347239154,32.395039290511455,Kununurra,"Kimberley, Western Australia"
1990-03-15,25.380844605581125,37.03980817366205,Kununurra,"Kimberley, Western Australia"
1990-03-16,22.578174736208027,38.95796275744512,Kununurra,"Kimberley, Western Australia"
1990-03-17,10.888993920879985,20.0,Kununurra,"Kimberley, Western Australia"
1990-03-18,19.46897993685814,31.08852276147293,Kununurra,"Kimberley, Western Australia"
1990-03-19,25.139873213036232,37.00954529098101,Kununurra,"Kimberley, Western Australia"
1990-03-20,22.150473676821917,28.214591429490742,Kununurra,"Kimberley, Western Australia"
1990-03-21,24.810055901560123,32.8146633187974,Kununurra,"Kimberley, Western Australia"
1990-03-22,19.888359286948205,28.33030324304677,Kununurra,"Kimberley, Western Australia"
1990-03-23,19.996209655350015,27.7092006673489,Kununurra,"Kimberley, Western Australia"
1990-03-24,21.932806954941423,31.749308742348898,Kununurra,"Kimberley, Western Australia"
1990-03-25,23.05025823604128,34.95838307106949,Kununurra,"Kimberley, Western Australia"
1990-03-26,21.99149860063385,26.02597181564129,Kununurra,"Kimberley, Western Australia"
1990-03-27,21.595043229037294,27.239148675960145,Kununurra,"Kimberley, Western Australia"
1990-03-28,17.646688568554847,27.491494196218497,Kununurra,"Kimberley, Western Australia"
1990-03-29,22.887818931604595,34.05447334901767,Kununurra,"Kimberley, Western Australia"
1990-03-30,21.609106354957184,26.546055884567394,Kununurra,"Kimberley, Western Australia"
1990-03-31,26.6474195395596,40.711934861172274,Kununurra,"Kimberley, Western Australia"
1990-04-01,26.994589399507536,40.9537302163687,Kununurra,"Kimberley, Western Australia"
1990-04-02,21.92578208741972,28.156879801799167,Kununurra,"Kimberley, Western Australia"
1990-04-03,19.12357524954943,31.309444499266043,Kununurra,"Kimberley, Western Australia"
1990-04-04,17.80634796272889,27.207142288426738,Kununurra,"Kimberley, Western Australia"
1990-04-05,23.117471770320563,33.076812324335165,Kununurra,"Kimberley, Western Australia"
1990-04-06,21.3867003417428,32.27418873743885,Kununurra,"Kimberley, Western Australia"
1990-04-07,19.28073162214462,27.513128346270822,Kununurra,"Kimberley, Western Australia"
1990-04-08,21.217984284171234,29.044589872226325,Kununurra,"Kimberley, Western Australia"
1990-04-09,17.899995780259353,30.82866973440363,Kununurra,"Kimberley, Western Australia"
1990-04-10,24.490160170361094,37.361271918535806,Kununurra,"Kimberley, Western Australia"
1990-04-11,18.764357176070007,30.232590746330608,Kununurra,"Kimberley, Western Australia"
1990-04-12,27.122538524027494,35.61198603110022,Kununurra,"Kimberley, Western Australia"
1990-04-13,23.017458208954,32.804920856157636,Kununurra,"Kimberley, Western Australia"
1990-04-14,23.967892616185335,34.65597652669883,Kununurra,"Kimberley, Western Australia"
1990-04-15,15.525440771294791,22.957742389600305,Kununurra,"Kimberley, Western Australia"
1990-04-16,21.84691216529334,32.189393222452566,Kununurra,"Kimberley, Western Australia"
1990-04-17,24.702782255481374,34.05646963287696,Kununurra,"Kimberley, Western Australia"
1990-04-18,16.231496990960327,21.712340523468566,Kununurra,"Kimberley, Western Australia"
1990-04-19,19.66890746998189,31.423376034019377,Kununurra,"Kimberley, Western Australia"
1990-04-20,21.163072733466795,29.964888998497827,Kununurra,"Kimberley, Western Australia"
1990-04-21,14.13441339876622,21.064137645235878,Kununurra,"Kimberley, Western Australia"
1990-04-22,22.57579696021146,36.355311266150224,Kununurra,"Kimberley, Western Australia"
1990-04-23,25.230803237925166,31.265541197996583,Kununurra,"Kimberley, Western Australia"
1990-04-24,16.702420295840067,29.650827108393898,Kununurra,"Kimberley, Western Australia"
1990-04-25,22.752729893320538,32.87287638896092,Kununurra,"Kimberley, Western Australia"
1990-04-26,14.438582943812841,22.214910218325738,Kununurra,"Kimberley, Western Australia"
1990-04-27,20.806522453669743,26.558394947409727,Kununurra,"Kimberley, Western Australia"
1990-04-28,12.921138226483526,20.0,Kununurra,"Kimberley, Western Australia"
1990-04-29,26.60708854117832,38.74374192803354,Kununurra,"Kimberley, Western Australia"
1990-04-30,23.044502689684137,32.41879199339964,Kununurra,"Kimberley, Western Australia"
1990-05-01,20.876915220621107,29.96821816752646,Kununurra,"Kimberley, Western Australia"
1990-05-02,17.124191904154202,20.0,Kununurra,"Kimberley, Western Australia"
1990-05-03,27.368779650793883,44.511248012509284,Kununurra,"Kimberley, Western Australia"
1990-05-04,30.0,43.004804088722764,Kununurra,"Kimberley, Western Australia"
1990-05-05,11.710090677766239,22.275113658208785,Kununurra,"Kimberley, Western Australia"
1990-05-06,27.1808201522641,40.06259579753802,Kununurra,"Kimberley, Western Australia"
1990-05-07,29.13825376574453,34.09356826713292,Kununurra,"Kimberley, Western Australia"
1990-05-08,22.690058482872377,27.045277205991987,Kununurra,"Kimberley, Western Australia"
1990-05-09,15.003659838324069,24.267356378070303,Kununurra,"Kimberley, Western Australia"
1990-05-10,25.316726587720108,38.62169325368528,Kununurra,"Kimberley, Western Australia"
1990-05-11,20.09539848960925,29.891394330522427,Kununurra,"Kimberley, Western Australia"
1990-05-12,17.980396861033714,28.90998540013232,Kununurra,"Kimberley, Western Australia"
1990-05-13,14.849709321665191,23.6433662260205,Kununurra,"Kimberley, Western Australia"
1990-05-14,23.752687479881075,35.86896017434798,Kununurra,"Kimberley, Western Australia"
1990-05-15,24.96403432959674,35.97835065855277,Kununurra,"Kimberley, Western Australia"
1990-05-16,17.882346351601043,24.16052548657769,Kununurra,"Kimberley, Western Australia"
1990-05-17,23.602881685366853,35.537294367866835,Kununurra,"Kimberley, Western Australia"
1990-05-18,15.278293051884287,24.166856009594703,Kununurra,"Kimberley, Western Australia"
1990-05-19,25.009305159356725,43.2721156038279,Kununurra,"Kimberley, Western Australia"
1990-05-20,21.23283649212073,27.09283870932576,Kununurra,"Kimberley, Western Australia"
1990-05-21,20.067151140463256,27.478667306133648,Kununurra,"Kimberley, Western Australia"
1990-05-22,20.491270637354273,28.44762596014982,Kununurra,"Kimberley, Western Australia"
1990-05-23,25.34443078502934,34.42935441121107,Kununurra,"Kimberley, Western Australia"
1990-05-24,24.75205819932504,33.77531279211324,Kununurra,"Kimberley, Western Australia"
1990-05-25,23.647326621763547,35.31249194383663,Kununurra,"Kimberley, Western Australia"
1990-05-26,21.68850604998693,40.29689681073053,Kununurra,"Kimberley, Western Australia"
1990-05-27,21.389105639563528,27.830931060883486,Kununurra,"Kimberley, Western Australia"
1990-05-28,24.091901309992622,38.49475167719573,Kununurra,"Kimberley, Western Australia"
1990-05-29,22.162472795893688,31.97744798524742,Kununurra,"Kimberley, Western Australia"
1990-05-30,24.412757034322425,37.853703464124436,Kununurra,"Kimberley, Western Australia"
1990-05-31,19.4494161324097,33.2342498058607,Kununurra,"Kimberley, Western Australia"
1990-06-01,10.0,20.0,Kununurra,"Kimberley, Western Australia"
1990-06-02,26.19412300929707,36.77927909038874,Kununurra,"Kimberley, Western Australia"
1990-06-03,30.0,45.0,Kununurra,"Kimberley, Western Australia"
1990-06-04,23.20682221784291,26.986608355112615,Kununurra,"Kimberley, Western Australia"
1990-06-05,20.4992238335825,29.902275394454332,Kununurra,"Kimberley, Western Australia"
1990-06-06,20.317776280519833,29.890927187903415,Kununurra,"Kimberley, Western Australia"
1990-06-07,20.404729061125952,28.513588498761326,Kununurra,"Kimberley, Western Australia"
1990-06-08,21.08704704150002,32.04406918028175,Kununurra,"Kimberley, Western Australia"
1990-06-09,15.38990635626556,22.096358913647062,Kununurra,"Kimberley, Western Australia"
1990-06-10,18.41452771039886,27.706838931855287,Kununurra,"Kimberley, Western Australia"
1990-06-11,16.014865861748685,28.83121136583891,Kununurra,"Kimberley, Western Australia"
1990-06-12,22.24399580693885,30.171206596070768,Kununurra,"Kimberley, Western Australia"
1990-06-13,19.516794238145685,29.368490588297092,Kununurra,"Kimberley, Western Australia"
1990-06-14,23.476056619889803,29.815726749940076,Kununurra,"Kimberley, Western Australia"
1990-06-15,20.126484201287496,31.637456052728236,Kununurra,"Kimberley, Western Australia"
1990-06-16,25.93167593910621,34.07025979648566,Kununurra,"Kimberley, Western Australia"
1990-06-17,22.06766950667721,35.42505021728326,Kununurra,"Kimberley, Western Australia"
1990-06-18,30.0,38.84746267275958,Kununurra,"Kimberley, Western Australia"
1990-06-19,11.518195385544537,20.0,Kununurra,"Kimberley, Western Australia"
1990-06-20,17.76541655872546,29.733342543991917,Kununurra,"Kimberley, Western Australia"
1990-06-21,25.507434458243555,34.64792373953296,Kununurra,"Kimberley, Western Australia"
1990-06-22,30.0,41.241650817320874,Kununurra,"Kimberley, Western Australia"
1990-06-23,19.7568261114227,31.46980417475494,Kununurra,"Kimberley, Western Australia"
1990-06-24,21.218344965891944,35.35457768996575,Kununurra,"Kimberley, Western Australia"
1990-06-25,19.868428787431974,29.23651311479262,Kununurra,"Kimberley, Western Australia"
1990-06-26,27.657285562937957,35.484862830364236,Kununurra,"Kimberley, Western Australia"
1990-06-27,19.563460682619905,30.92116815996369,Kununurra,"Kimberley, Western Australia"
1990-06-28,24.400349199390522,34.71119644261457,Kununurra,"Kimberley, Western Australia"
1990-06-29,19.400992005506644,28.163464504767987,Kununurra,"Kimberley, Western Australia"
1990-06-30,14.63720622377003,20.903729185541696,Kununurra,"Kimberley, Western Australia"
1990-07-01,22.56773860231716,32.14904683531901,Kununurra,"Kimberley, Western Australia"
1990-07-02,23.51592406717663,29.178171904247346,Kununurra,"Kimberley, Western Australia"
1990-07-03,27.46612941266131,35.26745295001997,Kununurra,"Kimberley, Western Australia"
1990-07-04,20.447764867913417,28.788129480772,Kununurra,"Kimberley, Western Australia"
1990-07-05,17.913189681438197,27.8826710454058,Kununurra,"Kimberley, Western Australia"
1990-07-06,23.81380548309513,28.884759459929292,Kununurra,"Kimberley, Western Australia"
1990-07-07,22.203685461188662,32.21767986946124,Kununurra,"Kimberley, Western Australia"
1990-07-08,22.403325385613194,29.236634864133414,Kununurra,"Kimberley, Western Australia"
1990-07-09,20.634436481263613,24.745222870287275,Kununurra,"Kimberley, Western Australia"
1990-07-10,26.80169284996885,35.01235150573089,Kununurra,"Kimberley, Western Australia"
1990-07-11,22.847463581878618,33.136624233719736,Kununurra,"Kimberley, Western Australia"
1990-07-12,30.0,39.62127335480098,Kununurra,"Kimberley, Western Australia"
1990-07-13,26.555283492802523,38.19878897930479,Kununurra,"Kimberley, Western Australia"
1990-07-14,24.29524898050105,38.693544321665804,Kununurra,"Kimberley, Western Australia"
1990-07-15,12.862808296918713,25.281158401008614,Kununurra,"Kimberley, Western Australia"
1990-07-16,24.011596401478144,31.69787382329928,Kununurra,"Kimberley, Western Australia"
1990-07-17,23.101411018235297,28.12521402380656,Kununurra,"Kimberley, Western Australia"
1990-07-18,25.05475836401778,32.62662966682202,Kununurra,"Kimberley, Western Australia"
1990-07-19,26.222210473536293,36.39316918441654,Kununurra,"Kimberley, Western Australia"
1990-07-20,18.995609041055367,27.563778393749416,Kununurra,"Kimberley, Western Australia"
1990-07-21,25.12002809225204,36.22299165822323,Kununurra,"Kimberley, Western Australia"
1990-07-22,18.188472844904553,27.497906384085912,Kununurra,"Kimberley, Western Australia"
1990-07-23,30.0,40.274336173708896,Kununurra,"Kimberley, Western Australia"
1990-07-24,14.340241667413759,20.0,Kununurra,"Kimberley, Western Australia"
1990-07-25,12.196557198006083,20.761392002031336,Kununurra,"Kimberley, Western Australia"
1990-07-26,12.746393670879499,20.0,Kununurra,"Kimberley, Western Australia"
1990-07-27,16.547222079184756,23.769976873753613,Kununurra,"Kimberley, Western Australia"
1990-07-28,15.404423007201359,26.153875503631866,Kununurra,"Kimberley, Western Australia"
1990-07-29,30.0,45.0,Kununurra,"Kimberley, Western Australia"
1990-07-30,19.36750250960908,30.937677009535925,Kununurra,"Kimberley, Western Australia"
1990-07-31,14.286621053112821,20.956379512330386,Kununurra,"Kimberley, Western Australia"
1990-08-01,26.57191488389896,37.18759558285437,Kununurra,"Kimberley, Western Australia"
1990-08-02,18.067380305892037,23.591464997242525,Kununurra,"Kimberley, Western Australia"
1990-08-03,14.815733117293014,23.65828710326322,Kununurra,"Kimberley, Western Australia"
1990-08-04,25.379194638246496,37.01498526240887,Kununurra,"Kimberley, Western Australia"
1990-08-05,24.116810882890164,35.28442152514059,Kununurra,"Kimberley, Western Australia"
1990-08-06,18.825216585223863,28.50957375139391,Kununurra,"Kimberley, Western Australia"
1990-08-07,28.037700001206144,37.45666716460599,Kununurra,"Kimberley, Western Australia"
1990-08-08,21.645507898553628,29.219003580389785,Kununurra,"Kimberley, Western Australia"
1990-08-09,29.084747994286502,36.48837970533453,Kununurra,"Kimberley, Western Australia"
1990-08-10,23.513704409999523,27.100533832240835,Kununurra,"Kimberley, Western Australia"
1990-08-11,28.794027703099296,41.982792785065044,Kununurra,"Kimberley, Western Australia"
1990-08-12,21.54701348212714,28.72946696156078,Kununurra,"Kimberley, Western Australia"
1990-08-13,14.901278015104836,28.955554398750536,Kununurra,"Kimberley, Western Australia"
1990-08-14,30.0,45.0,Kununurra,"Kimberley, Western Australia"
1990-08-15,18.271129160087163,28.593871061207636,Kununurra,"Kimberley, Western Australia"
1990-08-16,20.005810685555517,30.108721134990233,Kununurra,"Kimberley, Western Australia"
1990-08-17,17.498007475393727,32.196564043880656,Kununurra,"Kimberley, Western Australia"
1990-08-18,19.983027755177208,28.102156041994746,Kununurra,"Kimberley, Western Australia"
1990-08-19,22.213347205408972,29.34217781800998,Kununurra,"Kimberley, Western Australia"
1990-08-20,22.00915089437002,32.221251171257364,Kununurra,"Kimberley, Western Australia"
1990-08-21,24.305101437993464,34.92148817365681,Kununurra,"Kimberley, Western Australia"
1990-08-22,29.960791044877837,38.4751326230688,Kununurra,"Kimberley, Western Australia"
1990-08-23,20.397677141057464,30.167621450173222,Kununurra,"Kimberley, Western Australia"
1990-08-24,14.834396322767866,30.141497999910555,Kununurra,"Kimberley, Western Australia"
1990-08-25,15.088409367451831,22.259294176672032,Kununurra,"Kimberley, Western Australia"
1990-08-26,17.671227409004366,21.214810025392694,Kununurra,"Kimberley, Western Australia"
1990-08-27,12.62902096190534,20.0,Kununurra,"Kimberley, Western Australia"
1990-08-28,25.12514912219493,37.0156111758377,Kununurra,"Kimberley, Western Australia"
1990-08-29,18.50893218184461,23.93041498998577,Kununurra,"Kimberley, Western Australia"
1990-08-30,19.445075108485746,25.03317123719545,Kununurra,"Kimberley, Western Australia"
1990-08-31,20.990542585809983,34.76464801706967,Kununurra,"Kimberley, Western Australia"
1990-09-01,14.01689787702284,23.956848683174172,Kununurra,"Kimberley, Western Australia"
1990-09-02,16.69341819611979,25.93983131589986,Kununurra,"Kimberley, Western Australia"
1990-09-03,24.373557628439862,36.27047504769703,Kununurra,"Kimberley, Western Australia"
1990-09-04,24.092695653931465,36.1540302639912,Kununurra,"Kimberley, Western Australia"
1990-09-05,18.784140346496812,26.246142281787975,Kununurra,"Kimberley, Western Australia"
1990-09-06,30.0,43.327343882401344,Kununurra,"Kimberley, Western Australia"
1990-09-07,14.471365387211312,22.492699342832054,Kununurra,"Kimberley, Western Australia"
1990-09-08,19.275063949225103,35.68555758494125,Kununurra,"Kimberley, Western Australia"
1990-09-09,19.845801284322654,29.417997942869025,Kununurra,"Kimberley, Western Australia"
1990-09-10,10.0,20.0,Kununurra,"Kimberley, Western Australia"
1990-09-11,30.0,35.54770912344709,Kununurra,"Kimberley, Western Australia"
1990-09-12,22.83166007270029,35.34305813068837,Kununurra,"Kimberley, Western Australia"
1990-09-13,15.777053090461042,30.538417013351747,Kununurra,"Kimberley, Western Australia"
1990-09-14,30.0,36.44203654292159,Kununurra,"Kimberley, Western Australia"
1990-09-15,23.928310000861913,31.349829972907493,Kununurra,"Kimberley, Western Australia"
1990-09-16,23.147630700109822,34.521225297565614,Kununurra,"Kimberley, Western Australia"
1990-09-17,17.96500800899977,25.2373825752706,Kununurra,"Kimberley, Western Australia"
1990-09-18,21.53111362017609,29.051260301312123,Kununurra,"Kimberley, Western Australia"
1990-09-19,13.37159841885321,23.70377033799578,Kununurra,"Kimberley, Western Australia"
1990-09-20,24.975130472124224,36.13274650839651,Kununurra,"Kimberley, Western Australia"
1990-09-21,19.127808405783895,28.720592906606484,Kununurra,"Kimberley, Western Australia"
1990-09-22,21.670240982773116,31.502149838054233,Kununurra,"Kimberley, Western Australia"
1990-09-23,27.01027431099853,32.398528547140614,Kununurra,"Kimberley, Western Australia"
1990-09-24,22.42374055424529,36.2869313624937,Kununurra,"Kimberley, Western Australia"
1990-09-25,22.31233722731634,35.01245547235183,Kununurra,"Kimberley, Western Australia"
1990-09-26,22.38249652411092,31.597237775576065,Kununurra,"Kimberley, Western Australia"
1990-09-27,17.333641980523435,27.304356690990616,Kununurra,"Kimberley, Western Australia"
1990-09-28,25.180023597171342,37.57013720754068,Kununurra,"Kimberley, Western Australia"
1990-09-29,28.71679555402242,39.732464380301835,Kununurra,"Kimberley, Western Australia"
1990-09-30,24.794028300489654,31.38326424478427,Kununurra,"Kimberley, Western Australia"
1990-10-01,25.424544072324416,36.34369470849721,Kununurra,"Kimberley, Western Australia"
1990-10-02,16.613592405409058,24.422770192113425,Kununurra,"Kimberley, Western Australia"
1990-10-03,16.66106388563537,32.768501743948306,Kununurra,"Kimberley, Western Australia"
1990-10-04,13.795619878540801,23.879893781430773,Kununurra,"Kimberley, Western Australia"
1990-10-05,27.16126535414218,36.56941106053526,Kununurra,"Kimberley, Western Australia"
1990-10-06,19.72910066196316,24.564586765356463,Kununurra,"Kimberley, Western Australia"
1990-10-07,27.99921971240493,37.05089298141299,Kununurra,"Kimberley, Western Australia"
1990-10-08,17.090441586565998,28.400917887580338,Kununurra,"Kimberley, Western Australia"
1990-10-09,18.812455085857096,29.40798914991736,Kununurra,"Kimberley, Western Australia"
1990-10-10,21.47712543595629,29.944885851188204,Kununurra,"Kimberley, Western Australia"
1990-10-11,25.607250343297558,32.285849304010405,Kununurra,"Kimberley, Western Australia"
1990-10-12,21.303750978997535,29.51541507622623,Kununurra,"Kimberley, Western Australia"
1990-10-13,22.055623775038583,30.1783892723725,Kununurra,"Kimberley, Western Australia"
1990-10-14,21.08263783652808,33.52133993708976,Kununurra,"Kimberley, Western Australia"
1990-10-15,21.885938601379802,26.543651787503702,Kununurra,"Kimberley, Western Australia"
1990-10-16,15.417649910576278,25.289725687217107,Kununurra,"Kimberley, Western Australia"
1990-10-17,21.40463550486639,26.850095562114486,Kununurra,"Kimberley, Western Australia"
1990-10-18,20.06710503244267,33.67664460859635,Kununurra,"Kimberley, Western Australia"
1990-10-19,20.715877595570763,26.573256818794995,Kununurra,"Kimberley, Western Australia"
1990-10-20,23.461682779683244,34.64183952991252,Kununurra,"Kimberley, Western Australia"
1990-10-21,17.59660929495557,26.33322770482019,Kununurra,"Kimberley, Western Australia"
1990-10-22,20.577459862976852,35.339557188107904,Kununurra,"Kimberley, Western Australia"
1990-10-23,19.51319058613248,29.71421178956048,Kununurra,"Kimberley, Western Australia"
1990-10-24,23.08651002487431,32.00531059845309,Kununurra,"Kimberley, Western Australia"
1990-10-25,24.923853255077947,33.486492033185726,Kununurra,"Kimberley, Western Australia"
1990-10-26,16.222873688131553,26.332365475378758,Kununurra,"Kimberley, Western Australia"
1990-10-27,23.92955215551308,30.560758638796393,Kununurra,"Kimberley, Western Australia"
1990-10-28,30.0,45.0,Kununurra,"Kimberley, Western Australia"
1990-10-29,13.644215370836875,23.190178992838455,Kununurra,"Kimberley, Western Australia"
1990-10-30,16.84914052342443,22.45988443034969,Kununurra,"Kimberley, Western Australia"
1990-10-31,16.597112000779145,23.872919685374143,Kununurra,"Kimberley, Western Australia"
1990-11-01,19.60451139228355,23.682384563919953,Kununurra,"Kimberley, Western Australia"
1990-11-02,29.114245429770005,40.206803056142114,Kununurra,"Kimberley, Western Australia"
1990-11-03,21.066763381735882,24.779751686160896,Kununurra,"Kimberley, Western Australia"
1990-11-04,17.526532023563867,26.825019303533466,Kununurra,"Kimberley, Western Australia"
1990-11-05,24.10901752152786,28.745351161215503,Kununurra,"Kimberley, Western Australia"
1990-11-06,18.00097734464576,26.76334449124415,Kununurra,"Kimberley, Western Australia"
1990-11-07,26.617060810109678,35.89258530142443,Kununurra,"Kimberley, Western Australia"
1990-11-08,22.526335201220054,32.0113829587528,Kununurra,"Kimberley, Western Australia"
1990-11-09,27.943896981851342,35.61547413877841,Kununurra,"Kimberley, Western Australia"
1990-11-10,17.693278784234906,28.88895901108036,Kununurra,"Kimberley, Western Australia"
1990-11-11,30.0,45.0,Kununurra,"Kimberley, Western Australia"
1990-11-12,25.122923125167286,34.81289995556952,Kununurra,"Kimberley, Western Australia"
1990-11-13,24.272900762933503,38.42762955213891,Kununurra,"Kimberley, Western Australia"
1990-11-14,20.744057761961677,32.254931883019914,Kununurra,"Kimberley, Western Australia"
1990-11-15,17.372014404327864,33.26244196861295,Kununurra,"Kimberley, Western Australia"
1990-11-16,16.66115661188205,31.62632272560895,Kununurra,"Kimberley, Western Australia"
1990-11-17,20.320113369497054,31.812547144267818,Kununurra,"Kimberley, Western Australia"
1990-11-18,17.01365107253435,21.931118846133746,Kununurra,"Kimberley, Western Australia"
1990-11-19,22.4133785612421,30.201416807540745,Kununurra,"Kimberley, Western Australia"
1990-11-20,16.8695128407634,32.22950551710679,Kununurra,"Kimberley, Western Australia"
1990-11-21,24.10541350419504,33.86293634854251,Kununurra,"Kimberley, Western Australia"
1990-11-22,25.78060852062348,37.93778198288003,Kununurra,"Kimberley, Western Australia"
1990-11-23,17.470797462988582,27.5381779954767,Kununurra,"Kimberley, Western Australia"
