Date,9am Wind Direction,9am Wind Speed (km/h),3pm Wind Direction,3pm Wind Speed (km/h),Station Name,Region Name
1990-04-05,NW,25.728191583505545,NE,25.728191583505545,Kununurra,"Kimberley, Western Australia"
1990-04-06,N,23.139485975062726,SW,23.139485975062726,Kununurra,"Kimberley, Western Australia"
1990-04-07,SE,17.025088880381276,E,17.025088880381276,Kununurra,"Kimberley, Western Australia"
1990-04-08,NW,18.971212342287885,S,18.971212342287885,Kununurra,"Kimberley, Western Australia"
1990-04-09,W,14.333788403538112,SW,14.333788403538112,Kununurra,"Kimberley, Western Australia"
1990-04-10,N,21.68518805250873,W,21.68518805250873,Kununurra,"Kimberley, Western Australia"
1990-04-11,SE,24.429482667785276,E,24.429482667785276,Kununurra,"Kimberley, Western Australia"
1990-04-12,NW,23.904519386132517,E,23.904519386132517,Kununurra,"Kimberley, Western Australia"
1990-04-13,NW,23.688443777443386,S,23.688443777443386,Kununurra,"Kimberley, Western Australia"
1990-04-14,NW,19.240588431954453,SW,19.240588431954453,Kununurra,"Kimberley, Western Australia"
1990-04-15,NW,29.473245482443122,W,29.473245482443122,Kununurra,"Kimberley, Western Australia"
1990-04-16,SE,18.756909936882778,SW,18.756909936882778,Kununurra,"Kimberley, Western Australia"
1990-04-17,W,20.18040249043264,S,20.18040249043264,Kununurra,"Kimberley, Western Australia"
1990-04-18,NW,17.982920962188267,SW,17.982920962188267,Kununurra,"Kimberley, Western Australia"
1990-04-19,W,20.487582625700057,NE,20.487582625700057,Kununurra,"Kimberley, Western Australia"
1990-04-20,SE,18.55685493535773,SE,18.55685493535773,Kununurra,"Kimberley, Western Australia"
1990-04-21,W,32.193075953338706,NW,32.193075953338706,Kununurra,"Kimberley, Western Australia"
1990-04-22,NW,22.55508027831646,W,22.55508027831646,Kununurra,"Kimberley, Western Australia"
1990-04-23,S,9.902210666849944,N,9.902210666849944,Kununurra,"Kimberley, Western Australia"
1990-04-24,S,17.396681724616933,SE,17.396681724616933,Kununurra,"Kimberley, Western Australia"
1990-04-25,E,11.502634818585062,S,11.502634818585062,Kununurra,"Kimberley, Western Australia"
1990-04-26,W,25.279393974609274,NE,25.279393974609274,Kununurra,"Kimberley, Western Australia"
1990-04-27,SE,28.247559394236674,S,28.247559394236674,Kununurra,"Kimberley, Western Australia"
1990-04-28,SE,17.293742543528367,W,17.293742543528367,Kununurra,"Kimberley, Western Australia"
1990-04-29,E,23.681195768675934,SE,23.681195768675934,Kununurra,"Kimberley, Western Australia"
1990-04-30,N,18.73906062224362,SW,18.73906062224362,Kununurra,"Kimberley, Western Australia"
1990-05-01,NE,22.44834899437005,E,22.44834899437005,Kununurra,"Kimberley, Western Australia"
1990-05-02,S,30.39439103074484,N,30.39439103074484,Kununurra,"Kimberley, Western Australia"
1990-05-03,S,17.90331225401343,NE,17.90331225401343,Kununurra,"Kimberley, Western Australia"
1990-05-04,SW,12.601179064848111,N,12.601179064848111,Kununurra,"Kimberley, Western Australia"
1990-05-05,SE,24.30964633374029,SW,24.30964633374029,Kununurra,"Kimberley, Western Australia"
1990-05-06,E,23.09935779468493,SW,23.09935779468493,Kununurra,"Kimberley, Western Australia"
1990-05-07,S,24.042808949005607,N,24.042808949005607,Kununurra,"Kimberley, Western Australia"
1990-05-08,S,26.158729813234725,NE,26.158729813234725,Kununurra,"Kimberley, Western Australia"
1990-05-09,S,15.913109425596069,SE,15.913109425596069,Kununurra,"Kimberley, Western Australia"
1990-05-10,NE,8.203911673360173,W,8.203911673360173,Kununurra,"Kimberley, Western Australia"
1990-05-11,NW,26.24543820077008,N,26.24543820077008,Kununurra,"Kimberley, Western Australia"
1990-05-12,SW,17.548098126425426,NE,17.548098126425426,Kununurra,"Kimberley, Western Australia"
1990-05-13,N,12.755597235009446,N,12.755597235009446,Kununurra,"Kimberley, Western Australia"
1990-05-14,SE,12.990258307402705,N,12.990258307402705,Kununurra,"Kimberley, Western Australia"
1990-05-15,W,26.770239989239506,SW,26.770239989239506,Kununurra,"Kimberley, Western Australia"
1990-05-16,NE,21.084999879760332,S,21.084999879760332,Kununurra,"Kimberley, Western Australia"
1990-05-17,NW,21.81741220796349,SW,21.81741220796349,Kununurra,"Kimberley, Western Australia"
1990-05-18,W,25.102321225597812,W,25.102321225597812,Kununurra,"Kimberley, Western Australia"
1990-05-19,E,15.938594329264008,E,15.938594329264008,Kununurra,"Kimberley, Western Australia"
1990-05-20,S,13.249312455756929,W,13.249312455756929,Kununurra,"Kimberley, Western Australia"
1990-05-21,S,14.882292319240094,W,14.882292319240094,Kununurra,"Kimberley, Western Australia"
1990-05-22,N,13.372552313630163,SW,13.372552313630163,Kununurra,"Kimberley, Western Australia"
1990-05-23,SW,18.253425209442636,W,18.253425209442636,Kununurra,"Kimberley, Western Australia"
1990-05-24,W,14.654145606842032,SE,14.654145606842032,Kununurra,"Kimberley, Western Australia"
1990-05-25,E,20.231811277875906,W,20.231811277875906,Kununurra,"Kimberley, Western Australia"
1990-05-26,N,17.11490514469652,NW,17.11490514469652,Kununurra,"Kimberley, Western Australia"
1990-05-27,E,19.52012306525783,SW,19.52012306525783,Kununurra,"Kimberley, Western Australia"
1990-05-28,NW,23.898742016626137,S,23.898742016626137,Kununurra,"Kimberley, Western Australia"
1990-05-29,SW,28.407661362639022,S,28.407661362639022,Kununurra,"Kimberley, Western Australia"
1990-05-30,W,29.33562749066705,W,29.33562749066705,Kununurra,"Kimberley, Western Australia"
1990-05-31,E,20.689533078887717,S,20.689533078887717,Kununurra,"Kimberley, Western Australia"
1990-06-01,S,21.274221724243855,SW,21.274221724243855,Kununurra,"Kimberley, Western Australia"
1990-06-02,E,16.949718629704066,E,16.949718629704066,Kununurra,"Kimberley, Western Australia"
1990-06-03,NE,26.035891953847432,N,26.035891953847432,Kununurra,"Kimberley, Western Australia"
1990-06-04,SW,29.19074517620634,W,29.19074517620634,Kununurra,"Kimberley, Western Australia"
1990-06-05,SW,16.438389177707705,E,16.438389177707705,Kununurra,"Kimberley, Western Australia"
1990-06-06,SW,24.58463399050875,N,24.58463399050875,Kununurra,"Kimberley, Western Australia"
1990-06-07,NE,18.022600766602952,NE,18.022600766602952,Kununurra,"Kimberley, Western Australia"
1990-06-08,SE,18.973310030509182,N,18.973310030509182,Kununurra,"Kimberley, Western Australia"
1990-06-09,E,21.105708545756883,S,21.105708545756883,Kununurra,"Kimberley, Western Australia"
1990-06-10,SE,17.592939094517405,SE,17.592939094517405,Kununurra,"Kimberley, Western Australia"
1990-06-11,N,25.37062626332543,W,25.37062626332543,Kununurra,"Kimberley, Western Australia"
1990-06-12,NW,11.024885812759926,SW,11.024885812759926,Kununurra,"Kimberley, Western Australia"
1990-06-13,NE,15.82761854746111,E,15.82761854746111,Kununurra,"Kimberley, Western Australia"
1990-06-14,E,19.28353135115436,E,19.28353135115436,Kununurra,"Kimberley, Western Australia"
1990-06-15,SW,13.73105777670799,SE,13.73105777670799,Kununurra,"Kimberley, Western Australia"
1990-06-16,N,22.163827902594615,SW,22.163827902594615,Kununurra,"Kimberley, Western Australia"
1990-06-17,NW,10.910574204808222,N,10.910574204808222,Kununurra,"Kimberley, Western Australia"
1990-06-18,NW,20.33106542242413,SW,20.33106542242413,Kununurra,"Kimberley, Western Australia"
1990-06-19,S,11.358410737850631,S,11.358410737850631,Kununurra,"Kimberley, Western Australia"
1990-06-20,E,19.12851957786847,E,19.12851957786847,Kununurra,"Kimberley, Western Australia"
1990-06-21,SE,23.048439800383044,N,23.048439800383044,Kununurra,"Kimberley, Western Australia"
1990-06-22,SE,33.2213841123813,N,33.2213841123813,Kununurra,"Kimberley, Western Australia"
1990-06-23,NE,26.46580598137768,E,26.46580598137768,Kununurra,"Kimberley, Western Australia"
1990-06-24,W,29.703447259916196,E,29.703447259916196,Kununurra,"Kimberley, Western Australia"
1990-06-25,SE,20.40783316026381,SE,20.40783316026381,Kununurra,"Kimberley, Western Australia"
1990-06-26,S,32.69441504463082,SW,32.69441504463082,Kununurra,"Kimberley, Western Australia"
1990-06-27,W,18.552447956646844,NW,18.552447956646844,Kununurra,"Kimberley, Western Australia"
1990-06-28,NE,18.486814955076593,NE,18.486814955076593,Kununurra,"Kimberley, Western Australia"
1990-06-29,SW,12.307503030472134,N,12.307503030472134,Kununurra,"Kimberley, Western Australia"
1990-06-30,W,21.333510479111798,NE,21.333510479111798,Kununurra,"Kimberley, Western Australia"
1990-07-01,NW,26.321602423438414,N,26.321602423438414,Kununurra,"Kimberley, Western Australia"
1990-07-02,S,16.196851138979433,N,16.196851138979433,Kununurra,"Kimberley, Western Australia"
1990-07-03,NW,17.776386860196233,SE,17.776386860196233,Kununurra,"Kimberley, Western Australia"
1990-07-04,NW,17.218730176590412,W,17.218730176590412,Kununurra,"Kimberley, Western Australia"
1990-07-05,SW,18.011284669428704,E,18.011284669428704,Kununurra,"Kimberley, Western Australia"
1990-07-06,NW,16.457699681874782,NE,16.457699681874782,Kununurra,"Kimberley, Western Australia"
1990-07-07,SW,11.899761655861703,NE,11.899761655861703,Kununurra,"Kimberley, Western Australia"
1990-07-08,NE,28.28580877901742,NE,28.28580877901742,Kununurra,"Kimberley, Western Australia"
1990-07-09,E,8.169481541586224,W,8.169481541586224,Kununurra,"Kimberley, Western Australia"
1990-07-10,S,14.437506832447532,SE,14.437506832447532,Kununurra,"Kimberley, Western Australia"
1990-07-11,NW,22.06244870146643,NE,22.06244870146643,Kununurra,"Kimberley, Western Australia"
1990-07-12,NW,26.069370450951194,SE,26.069370450951194,Kununurra,"Kimberley, Western Australia"
1990-07-13,E,18.748395117772304,SW,18.748395117772304,Kununurra,"Kimberley, Western Australia"
1990-07-14,N,18.300522254446328,E,18.300522254446328,Kununurra,"Kimberley, Western Australia"
1990-07-15,N,20.296859257884012,NE,20.296859257884012,Kununurra,"Kimberley, Western Australia"
1990-07-16,E,18.432127745934594,NW,18.432127745934594,Kununurra,"Kimberley, Western Australia"
1990-07-17,SE,25.260454892885214,N,25.260454892885214,Kununurra,"Kimberley, Western Australia"
1990-07-18,SW,17.102727883539274,SW,17.102727883539274,Kununurra,"Kimberley, Western Australia"
1990-07-19,W,14.08748923369692,SW,14.08748923369692,Kununurra,"Kimberley, Western Australia"
1990-07-20,NE,17.164023106785717,NW,17.164023106785717,Kununurra,"Kimberley, Western Australia"
1990-07-21,S,20.577607663573694,W,20.577607663573694,Kununurra,"Kimberley, Western Australia"
1990-07-22,NE,27.37528037068219,NW,27.37528037068219,Kununurra,"Kimberley, Western Australia"
1990-07-23,SE,29.599265084906644,S,29.599265084906644,Kununurra,"Kimberley, Western Australia"
1990-07-24,SW,17.603514342370158,S,17.603514342370158,Kununurra,"Kimberley, Western Australia"
1990-07-25,E,11.214898631235467,S,11.214898631235467,Kununurra,"Kimberley, Western Australia"
1990-07-26,N,11.696802321094022,E,11.696802321094022,Kununurra,"Kimberley, Western Australia"
1990-07-27,S,32.75193291689369,NE,32.75193291689369,Kununurra,"Kimberley, Western Australia"
1990-07-28,E,17.582781313709628,S,17.582781313709628,Kununurra,"Kimberley, Western Australia"
1990-07-29,N,22.74743729964422,S,22.74743729964422,Kununurra,"Kimberley, Western Australia"
1990-07-30,S,31.503709117635378,SW,31.503709117635378,Kununurra,"Kimberley, Western Australia"
1990-07-31,S,15.919302556645833,W,15.919302556645833,Kununurra,"Kimberley, Western Australia"
1990-08-01,SE,18.832556040626372,S,18.832556040626372,Kununurra,"Kimberley, Western Australia"
1990-08-02,NE,16.516428970466677,E,16.516428970466677,Kununurra,"Kimberley, Western Australia"
1990-08-03,N,13.42450398006246,S,13.42450398006246,Kununurra,"Kimberley, Western Australia"
1990-08-04,SW,24.79853322056409,SW,24.79853322056409,Kununurra,"Kimberley, Western Australia"
1990-08-05,SE,26.39419861676275,SE,26.39419861676275,Kununurra,"Kimberley, Western Australia"
1990-08-06,S,8.757569375193771,NW,8.757569375193771,Kununurra,"Kimberley, Western Australia"
1990-08-07,W,25.89026397564675,N,25.89026397564675,Kununurra,"Kimberley, Western Australia"
1990-08-08,W,18.58419730134412,E,18.58419730134412,Kununurra,"Kimberley, Western Australia"
1990-08-09,E,21.1017579124839,SW,21.1017579124839,Kununurra,"Kimberley, Western Australia"
1990-08-10,SE,21.187214008939367,N,21.187214008939367,Kununurra,"Kimberley, Western Australia"
1990-08-11,E,12.160767966057897,E,12.160767966057897,Kununurra,"Kimberley, Western Australia"
1990-08-12,NW,18.13477450643785,SW,18.13477450643785,Kununurra,"Kimberley, Western Australia"
1990-08-13,N,14.054520675111569,SW,14.054520675111569,Kununurra,"Kimberley, Western Australia"
1990-08-14,N,31.4915094366061,SW,31.4915094366061,Kununurra,"Kimberley, Western Australia"
1990-08-15,N,33.11508890480995,E,33.11508890480995,Kununurra,"Kimberley, Western Australia"
1990-08-16,E,20.504200356198545,W,20.504200356198545,Kununurra,"Kimberley, Western Australia"
1990-08-17,N,12.926263877175726,N,12.926263877175726,Kununurra,"Kimberley, Western Australia"
1990-08-18,W,26.936336377215614,E,26.936336377215614,Kununurra,"Kimberley, Western Australia"
1990-08-19,S,18.859988993128045,NE,18.859988993128045,Kununurra,"Kimberley, Western Australia"
1990-08-20,N,30.472667038507534,NW,30.472667038507534,Kununurra,"Kimberley, Western Australia"
1990-08-21,NE,31.812316331965796,E,31.812316331965796,Kununurra,"Kimberley, Western Australia"
1990-08-22,NE,30.03743857117571,SW,30.03743857117571,Kununurra,"Kimberley, Western Australia"
1990-08-23,S,17.6284432930808,N,17.6284432930808,Kununurra,"Kimberley, Western Australia"
1990-08-24,W,14.011551270796744,N,14.011551270796744,Kununurra,"Kimberley, Western Australia"
1990-08-25,S,16.021699951385898,N,16.021699951385898,Kununurra,"Kimberley, Western Australia"
1990-08-26,NE,19.42192857529829,SW,19.42192857529829,Kununurra,"Kimberley, Western Australia"
1990-08-27,SW,14.457155990426177,SW,14.457155990426177,Kununurra,"Kimberley, Western Australia"
1990-08-28,S,27.160211066412224,NE,27.160211066412224,Kununurra,"Kimberley, Western Australia"
1990-08-29,E,23.944784956677847,NW,23.944784956677847,Kununurra,"Kimberley, Western Australia"
1990-08-30,S,19.79620828925425,SW,19.79620828925425,Kununurra,"Kimberley, Western Australia"
1990-08-31,W,17.597642084712668,W,17.597642084712668,Kununurra,"Kimberley, Western Australia"
1990-09-01,N,23.895886878233636,E,23.895886878233636,Kununurra,"Kimberley, Western Australia"
1990-09-02,W,28.27051732908343,N,28.27051732908343,Kununurra,"Kimberley, Western Australia"
1990-09-03,W,8.42122793118326,W,8.42122793118326,Kununurra,"Kimberley, Western Australia"
1990-09-04,NW,21.403241543415593,NE,21.403241543415593,Kununurra,"Kimberley, Western Australia"
1990-09-05,NW,18.19720815923704,NE,18.19720815923704,Kununurra,"Kimberley, Western Australia"
1990-09-06,N,15.53462179555978,NW,15.53462179555978,Kununurra,"Kimberley, Western Australia"
1990-09-07,S,17.952464032657712,SW,17.952464032657712,Kununurra,"Kimberley, Western Australia"
1990-09-08,W,20.807102748955064,S,20.807102748955064,Kununurra,"Kimberley, Western Australia"
1990-09-09,W,31.21739311936911,S,31.21739311936911,Kununurra,"Kimberley, Western Australia"
1990-09-10,SW,20.3423429800766,SW,20.3423429800766,Kununurra,"Kimberley, Western Australia"
1990-09-11,SW,17.421399471525735,NW,17.421399471525735,Kununurra,"Kimberley, Western Australia"
1990-09-12,SE,12.63685911263284,N,12.63685911263284,Kununurra,"Kimberley, Western Australia"
1990-09-13,SW,24.64399555217807,NE,24.64399555217807,Kununurra,"Kimberley, Western Australia"
1990-09-14,SE,15.488775452362557,N,15.488775452362557,Kununurra,"Kimberley, Western Australia"
1990-09-15,N,19.317529517383097,NE,19.317529517383097,Kununurra,"Kimberley, Western Australia"
1990-09-16,N,24.278520798848533,E,24.278520798848533,Kununurra,"Kimberley, Western Australia"
1990-09-17,NW,20.314223614006004,E,20.314223614006004,Kununurra,"Kimberley, Western Australia"
1990-09-18,NE,17.682628153410622,NE,17.682628153410622,Kununurra,"Kimberley, Western Australia"
1990-09-19,E,18.963680823582926,W,18.963680823582926,Kununurra,"Kimberley, Western Australia"
1990-09-20,NE,25.390094110363012,S,25.390094110363012,Kununurra,"Kimberley, Western Australia"
1990-09-21,S,19.88218267512678,NW,19.88218267512678,Kununurra,"Kimberley, Western Australia"
1990-09-22,NW,21.45603918685759,SE,21.45603918685759,Kununurra,"Kimberley, Western Australia"
1990-09-23,N,22.537090800180216,N,22.537090800180216,Kununurra,"Kimberley, Western Australia"
1990-09-24,S,17.992763873663083,N,17.992763873663083,Kununurra,"Kimberley, Western Australia"
1990-09-25,E,21.967634679030038,E,21.967634679030038,Kununurra,"Kimberley, Western Australia"
1990-09-26,NE,18.339145050891954,E,18.339145050891954,Kununurra,"Kimberley, Western Australia"
1990-09-27,N,26.803059938597002,W,26.803059938597002,Kununurra,"Kimberley, Western Australia"
1990-09-28,W,23.01086152102182,W,23.01086152102182,Kununurra,"Kimberley, Western Australia"
1990-09-29,SE,9.617972357798628,E,9.617972357798628,Kununurra,"Kimberley, Western Australia"
1990-09-30,SE,18.755876372630716,S,18.755876372630716,Kununurra,"Kimberley, Western Australia"
1990-10-01,NE,26.655047450285565,W,26.655047450285565,Kununurra,"Kimberley, Western Australia"
1990-10-02,SE,18.722804578547436,SE,18.722804578547436,Kununurra,"Kimberley, Western Australia"
1990-10-03,E,17.46489546524122,E,17.46489546524122,Kununurra,"Kimberley, Western Australia"
1990-10-04,SW,25.962102687985688,SE,25.962102687985688,Kununurra,"Kimberley, Western Australia"
1990-10-05,SE,13.504242934917585,NE,13.504242934917585,Kununurra,"Kimberley, Western Australia"
1990-10-06,SE,20.390209361874813,N,20.390209361874813,Kununurra,"Kimberley, Western Australia"
1990-10-07,N,23.54097902307392,SW,23.54097902307392,Kununurra,"Kimberley, Western Australia"
1990-10-08,N,25.11156575580216,NW,25.11156575580216,Kununurra,"Kimberley, Western Australia"
1990-10-09,S,13.799898982721345,SW,13.799898982721345,Kununurra,"Kimberley, Western Australia"
1990-10-10,S,12.522727478868376,NE,12.522727478868376,Kununurra,"Kimberley, Western Australia"
1990-10-11,SW,28.96734200602027,SW,28.96734200602027,Kununurra,"Kimberley, Western Australia"
1990-10-12,W,15.32946907739877,E,15.32946907739877,Kununurra,"Kimberley, Western Australia"
1990-10-13,SW,19.460693527993904,NW,19.460693527993904,Kununurra,"Kimberley, Western Australia"
1990-10-14,N,34.58734401114826,E,34.58734401114826,Kununurra,"Kimberley, Western Australia"
1990-10-15,NW,17.2085076038249,SW,17.2085076038249,Kununurra,"Kimberley, Western Australia"
1990-10-16,S,6.787612528538519,S,6.787612528538519,Kununurra,"Kimberley, Western Australia"
