Date,Daily Rainfall (mm),Monthly Rainfall (mm),Station Name,Region Name
1990-06-22,0.9388339187334194,36.179049943891165,Merredin,"Wheatbelt, Western Australia"
1990-06-23,0.0,36.179049943891165,Merredin,"Wheatbelt, Western Australia"
1990-06-24,0.0,36.179049943891165,Merredin,"Wheatbelt, Western Australia"
1990-06-25,0.0,36.179049943891165,Merredin,"Wheatbelt, Western Australia"
1990-06-26,0.0,36.179049943891165,Merredin,"Wheatbelt, Western Australia"
1990-06-27,0.0,36.179049943891165,Merredin,"Wheatbelt, Western Australia"
1990-06-28,2.4350616410955714,36.179049943891165,Merredin,"Wheatbelt, Western Australia"
1990-06-29,0.0,36.179049943891165,Merredin,"Wheatbelt, Western Australia"
1990-06-30,0.0,36.179049943891165,Merredin,"Wheatbelt, Western Australia"
1990-07-01,0.0,16.8969516200709,Merredin,"Wheatbelt, Western Australia"
1990-07-02,0.0,16.8969516200709,Merredin,"Wheatbelt, Western Australia"
1990-07-03,1.5215793267222621,16.8969516200709,Merredin,"Wheatbelt, Western Australia"
1990-07-04,0.0,16.8969516200709,Merredin,"Wheatbelt, Western Australia"
1990-07-05,0.0,16.8969516200709,Merredin,"Wheatbelt, Western Australia"
1990-07-06,0.0,16.8969516200709,Merredin,"Wheatbelt, Western Australia"
1990-07-07,0.0,16.8969516200709,Merredin,"Wheatbelt, Western Australia"
1990-07-08,0.0,16.8969516200709,Merredin,"Wheatbelt, Western Australia"
1990-07-09,0.0,16.8969516200709,Merredin,"Wheatbelt, Western Australia"
1990-07-10,0.0,16.8969516200709,Merredin,"Wheatbelt, Western Australia"
1990-07-11,0.0,16.8969516200709,Merredin,"Wheatbelt, Western Australia"
1990-07-12,0.0,16.8969516200709,Merredin,"Wheatbelt, Western Australia"
1990-07-13,0.0,16.8969516200709,Merredin,"Wheatbelt, Western Australia"
1990-07-14,0.0,16.8969516200709,Merredin,"Wheatbelt, Western Australia"
1990-07-15,2.3195660451644784,16.8969516200709,Merredin,"Wheatbelt, Western Australia"
1990-07-16,0.0,16.8969516200709,Merredin,"Wheatbelt, Western Australia"
1990-07-17,0.0,16.8969516200709,Merredin,"Wheatbelt, Western Australia"
1990-07-18,3.7545324707721104,16.8969516200709,Merredin,"Wheatbelt, Western Australia"
1990-07-19,0.0,16.8969516200709,Merredin,"Wheatbelt, Western Australia"
1990-07-20,0.0,16.8969516200709,Merredin,"Wheatbelt, Western Australia"
1990-07-21,0.0,16.8969516200709,Merredin,"Wheatbelt, Western Australia"
1990-07-22,0.0,16.8969516200709,Merredin,"Wheatbelt, Western Australia"
1990-07-23,2.2419152913907143,16.8969516200709,Merredin,"Wheatbelt, Western Australia"
1990-07-24,0.0,16.8969516200709,Merredin,"Wheatbelt, Western Australia"
1990-07-25,0.0,16.8969516200709,Merredin,"Wheatbelt, Western Australia"
1990-07-26,0.0,16.8969516200709,Merredin,"Wheatbelt, Western Australia"
1990-07-27,3.293006026416052,16.8969516200709,Merredin,"Wheatbelt, Western Australia"
1990-07-28,3.7663524596052844,16.8969516200709,Merredin,"Wheatbelt, Western Australia"
1990-07-29,0.0,16.8969516200709,Merredin,"Wheatbelt, Western Australia"
1990-07-30,0.0,16.8969516200709,Merredin,"Wheatbelt, Western Australia"
1990-07-31,0.0,16.8969516200709,Merredin,"Wheatbelt, Western Australia"
1990-08-01,0.0,26.05637971266632,Merredin,"Wheatbelt, Western Australia"
1990-08-02,0.0,26.05637971266632,Merredin,"Wheatbelt, Western Australia"
1990-08-03,0.0,26.05637971266632,Merredin,"Wheatbelt, Western Australia"
1990-08-04,0.5902639690033621,26.05637971266632,Merredin,"Wheatbelt, Western Australia"
1990-08-05,0.0,26.05637971266632,Merredin,"Wheatbelt, Western Australia"
1990-08-06,0.0,26.05637971266632,Merredin,"Wheatbelt, Western Australia"
1990-08-07,0.6246098484817632,26.05637971266632,Merredin,"Wheatbelt, Western Australia"
1990-08-08,0.0,26.05637971266632,Merredin,"Wheatbelt, Western Australia"
1990-08-09,3.7756022234159055,26.05637971266632,Merredin,"Wheatbelt, Western Australia"
1990-08-10,0.0,26.05637971266632,Merredin,"Wheatbelt, Western Australia"
1990-08-11,0.0,26.05637971266632,Merredin,"Wheatbelt, Western Australia"
1990-08-12,0.0,26.05637971266632,Merredin,"Wheatbelt, Western Australia"
1990-08-13,0.0,26.05637971266632,Merredin,"Wheatbelt, Western Australia"
1990-08-14,0.0,26.05637971266632,Merredin,"Wheatbelt, Western Australia"
1990-08-15,0.0,26.05637971266632,Merredin,"Wheatbelt, Western Australia"
1990-08-16,0.0,26.05637971266632,Merredin,"Wheatbelt, Western Australia"
1990-08-17,0.0,26.05637971266632,Merredin,"Wheatbelt, Western Australia"
1990-08-18,0.0,26.05637971266632,Merredin,"Wheatbelt, Western Australia"
1990-08-19,3.4878051066938864,26.05637971266632,Merredin,"Wheatbelt, Western Australia"
1990-08-20,0.0,26.05637971266632,Merredin,"Wheatbelt, Western Australia"
1990-08-21,0.0,26.05637971266632,Merredin,"Wheatbelt, Western Australia"
1990-08-22,0.0,26.05637971266632,Merredin,"Wheatbelt, Western Australia"
1990-08-23,0.0,26.05637971266632,Merredin,"Wheatbelt, Western Australia"
1990-08-24,0.0,26.05637971266632,Merredin,"Wheatbelt, Western Australia"
1990-08-25,0.0,26.05637971266632,Merredin,"Wheatbelt, Western Australia"
1990-08-26,6.355370093018449,26.05637971266632,Merredin,"Wheatbelt, Western Australia"
1990-08-27,5.07394543611885,26.05637971266632,Merredin,"Wheatbelt, Western Australia"
1990-08-28,0.0,26.05637971266632,Merredin,"Wheatbelt, Western Australia"
1990-08-29,0.0,26.05637971266632,Merredin,"Wheatbelt, Western Australia"
1990-08-30,2.0688659187170777,26.05637971266632,Merredin,"Wheatbelt, Western Australia"
1990-08-31,4.079917117217028,26.05637971266632,Merredin,"Wheatbelt, Western Australia"
1990-09-01,0.0,17.08469324565684,Merredin,"Wheatbelt, Western Australia"
1990-09-02,0.0,17.08469324565684,Merredin,"Wheatbelt, Western Australia"
1990-09-03,0.0,17.08469324565684,Merredin,"Wheatbelt, Western Australia"
1990-09-04,0.0,17.08469324565684,Merredin,"Wheatbelt, Western Australia"
1990-09-05,0.0,17.08469324565684,Merredin,"Wheatbelt, Western Australia"
1990-09-06,0.0,17.08469324565684,Merredin,"Wheatbelt, Western Australia"
1990-09-07,0.0,17.08469324565684,Merredin,"Wheatbelt, Western Australia"
1990-09-08,0.0,17.08469324565684,Merredin,"Wheatbelt, Western Australia"
1990-09-09,0.0,17.08469324565684,Merredin,"Wheatbelt, Western Australia"
1990-09-10,0.0,17.08469324565684,Merredin,"Wheatbelt, Western Australia"
1990-09-11,4.677823530142162,17.08469324565684,Merredin,"Wheatbelt, Western Australia"
1990-09-12,4.107132516885041,17.08469324565684,Merredin,"Wheatbelt, Western Australia"
1990-09-13,0.0,17.08469324565684,Merredin,"Wheatbelt, Western Australia"
1990-09-14,2.1677027362698063,17.08469324565684,Merredin,"Wheatbelt, Western Australia"
1990-09-15,0.0,17.08469324565684,Merredin,"Wheatbelt, Western Australia"
1990-09-16,2.1963218641141604,17.08469324565684,Merredin,"Wheatbelt, Western Australia"
1990-09-17,0.0,17.08469324565684,Merredin,"Wheatbelt, Western Australia"
1990-09-18,0.0,17.08469324565684,Merredin,"Wheatbelt, Western Australia"
1990-09-19,0.0,17.08469324565684,Merredin,"Wheatbelt, Western Australia"
1990-09-20,0.0,17.08469324565684,Merredin,"Wheatbelt, Western Australia"
1990-09-21,0.0,17.08469324565684,Merredin,"Wheatbelt, Western Australia"
1990-09-22,0.0,17.08469324565684,Merredin,"Wheatbelt, Western Australia"
1990-09-23,0.0,17.08469324565684,Merredin,"Wheatbelt, Western Australia"
1990-09-24,0.0,17.08469324565684,Merredin,"Wheatbelt, Western Australia"
1990-09-25,0.0,17.08469324565684,Merredin,"Wheatbelt, Western Australia"
1990-09-26,0.0,17.08469324565684,Merredin,"Wheatbelt, Western Australia"
1990-09-27,0.0,17.08469324565684,Merredin,"Wheatbelt, Western Australia"
1990-09-28,0.0,17.08469324565684,Merredin,"Wheatbelt, Western Australia"
1990-09-29,0.0,17.08469324565684,Merredin,"Wheatbelt, Western Australia"
1990-09-30,3.935712598245671,17.08469324565684,Merredin,"Wheatbelt, Western Australia"
1990-10-01,0.0,37.99128284475007,Merredin,"Wheatbelt, Western Australia"
1990-10-02,0.0,37.99128284475007,Merredin,"Wheatbelt, Western Australia"
1990-10-03,16.266000328827168,37.99128284475007,Merredin,"Wheatbelt, Western Australia"
1990-10-04,0.0,37.99128284475007,Merredin,"Wheatbelt, Western Australia"
1990-10-05,0.0,37.99128284475007,Merredin,"Wheatbelt, Western Australia"
1990-10-06,0.0,37.99128284475007,Merredin,"Wheatbelt, Western Australia"
1990-10-07,0.0,37.99128284475007,Merredin,"Wheatbelt, Western Australia"
1990-10-08,0.0,37.99128284475007,Merredin,"Wheatbelt, Western Australia"
1990-10-09,0.0,37.99128284475007,Merredin,"Wheatbelt, Western Australia"
1990-10-10,0.0,37.99128284475007,Merredin,"Wheatbelt, Western Australia"
1990-10-11,0.0,37.99128284475007,Merredin,"Wheatbelt, Western Australia"
1990-10-12,0.0,37.99128284475007,Merredin,"Wheatbelt, Western Australia"
1990-10-13,0.0,37.99128284475007,Merredin,"Wheatbelt, Western Australia"
1990-10-14,0.0,37.99128284475007,Merredin,"Wheatbelt, Western Australia"
1990-10-15,0.0,37.99128284475007,Merredin,"Wheatbelt, Western Australia"
1990-10-16,10.161140272725286,37.99128284475007,Merredin,"Wheatbelt, Western Australia"
1990-10-17,0.0,37.99128284475007,Merredin,"Wheatbelt, Western Australia"
1990-10-18,0.0,37.99128284475007,Merredin,"Wheatbelt, Western Australia"
1990-10-19,0.0,37.99128284475007,Merredin,"Wheatbelt, Western Australia"
1990-10-20,1.5249414830546724,37.99128284475007,Merredin,"Wheatbelt, Western Australia"
1990-10-21,0.19496758402764916,37.99128284475007,Merredin,"Wheatbelt, Western Australia"
1990-10-22,0.0,37.99128284475007,Merredin,"Wheatbelt, Western Australia"
1990-10-23,0.0,37.99128284475007,Merredin,"Wheatbelt, Western Australia"
1990-10-24,0.0,37.99128284475007,Merredin,"Wheatbelt, Western Australia"
1990-10-25,0.0,37.99128284475007,Merredin,"Wheatbelt, Western Australia"
1990-10-26,0.0,37.99128284475007,Merredin,"Wheatbelt, Western Australia"
1990-10-27,0.0,37.99128284475007,Merredin,"Wheatbelt, Western Australia"
1990-10-28,0.0,37.99128284475007,Merredin,"Wheatbelt, Western Australia"
1990-10-29,2.4355525521009116,37.99128284475007,Merredin,"Wheatbelt, Western Australia"
1990-10-30,0.0,37.99128284475007,Merredin,"Wheatbelt, Western Australia"
1990-10-31,7.408680624014378,37.99128284475007,Merredin,"Wheatbelt, Western Australia"
1990-11-01,1.9534888822246275,15.63958753062423,Merredin,"Wheatbelt, Western Australia"
1990-11-02,0.0,15.63958753062423,Merredin,"Wheatbelt, Western Australia"
1990-11-03,2.6890451872330248,15.63958753062423,Merredin,"Wheatbelt, Western Australia"
1990-11-04,0.0,15.63958753062423,Merredin,"Wheatbelt, Western Australia"
1990-11-05,0.0,15.63958753062423,Merredin,"Wheatbelt, Western Australia"
1990-11-06,0.0,15.63958753062423,Merredin,"Wheatbelt, Western Australia"
1990-11-07,1.7282778686791356,15.63958753062423,Merredin,"Wheatbelt, Western Australia"
1990-11-08,0.0,15.63958753062423,Merredin,"Wheatbelt, Western Australia"
1990-11-09,0.0,15.63958753062423,Merredin,"Wheatbelt, Western Australia"
1990-11-10,0.0,15.63958753062423,Merredin,"Wheatbelt, Western Australia"
1990-11-11,0.0,15.63958753062423,Merredin,"Wheatbelt, Western Australia"
1990-11-12,0.0,15.63958753062423,Merredin,"Wheatbelt, Western Australia"
1990-11-13,0.0,15.63958753062423,Merredin,"Wheatbelt, Western Australia"
1990-11-14,0.0,15.63958753062423,Merredin,"Wheatbelt, Western Australia"
1990-11-15,0.0,15.63958753062423,Merredin,"Wheatbelt, Western Australia"
1990-11-16,0.0,15.63958753062423,Merredin,"Wheatbelt, Western Australia"
1990-11-17,0.0,15.63958753062423,Merredin,"Wheatbelt, Western Australia"
1990-11-18,0.0,15.63958753062423,Merredin,"Wheatbelt, Western Australia"
1990-11-19,0.0,15.63958753062423,Merredin,"Wheatbelt, Western Australia"
1990-11-20,0.0,15.63958753062423,Merredin,"Wheatbelt, Western Australia"
1990-11-21,0.0,15.63958753062423,Merredin,"Wheatbelt, Western Australia"
1990-11-22,0.0,15.63958753062423,Merredin,"Wheatbelt, Western Australia"
1990-11-23,4.942152632787628,15.63958753062423,Merredin,"Wheatbelt, Western Australia"
1990-11-24,0.0,15.63958753062423,Merredin,"Wheatbelt, Western Australia"
1990-11-25,4.326622959699813,15.63958753062423,Merredin,"Wheatbelt, Western Australia"
1990-11-26,0.0,15.63958753062423,Merredin,"Wheatbelt, Western Australia"
1990-11-27,0.0,15.63958753062423,Merredin,"Wheatbelt, Western Australia"
1990-11-28,0.0,15.63958753062423,Merredin,"Wheatbelt, Western Australia"
1990-11-29,0.0,15.63958753062423,Merredin,"Wheatbelt, Western Australia"
1990-11-30,0.0,15.63958753062423,Merredin,"Wheatbelt, Western Australia"
1990-12-01,0.0,27.753432490615367,Merredin,"Wheatbelt, Western Australia"
1990-12-02,0.0,27.753432490615367,Merredin,"Wheatbelt, Western Australia"
1990-12-03,3.6395708195862264,27.753432490615367,Merredin,"Wheatbelt, Western Australia"
1990-12-04,0.0,27.753432490615367,Merredin,"Wheatbelt, Western Australia"
1990-12-05,5.152573758092925,27.753432490615367,Merredin,"Wheatbelt, Western Australia"
