Date,9am Relative Humidity (%),3pm Relative Humidity (%),9am MSL Pressure (hPa),3pm MSL Pressure (hPa),Station Name,Region Name
1990-02-18,76,89,1016.337850157441,1017.4083472315509,Manjimup,"Southwest, Western Australia"
1990-02-19,67,67,1009.5855397817146,1006.5696090425412,Manjimup,"Southwest, Western Australia"
1990-02-20,84,81,1015.3052204013609,1013.2675415003921,Manjimup,"Southwest, Western Australia"
1990-02-21,71,67,1019.7247849715405,1020.3085687534192,Manjimup,"Southwest, Western Australia"
1990-02-22,77,63,1015.4846793407717,1014.286615816612,Manjimup,"Southwest, Western Australia"
1990-02-23,67,71,1012.6988881470622,1012.18438740508,Manjimup,"Southwest, Western Australia"
1990-02-24,71,60,1008.359550568612,1008.0444706008246,Manjimup,"Southwest, Western Australia"
1990-02-25,88,83,1017.2185277100864,1012.5684899554412,Manjimup,"Southwest, Western Australia"
1990-02-26,93,72,1008.7715836894887,1008.7007488678764,Manjimup,"Southwest, Western Australia"
1990-02-27,80,60,1008.0606186506302,1008.6412976127782,Manjimup,"Southwest, Western Australia"
1990-02-28,92,65,1007.4352509430004,1008.5438071031354,Manjimup,"Southwest, Western Australia"
1990-03-01,84,52,1014.7734745400822,1016.4211000155617,Manjimup,"Southwest, Western Australia"
1990-03-02,65,60,1011.0589057406665,1007.9556147130239,Manjimup,"Southwest, Western Australia"
1990-03-03,64,87,1011.796438295273,1010.163758477149,Manjimup,"Southwest, Western Australia"
1990-03-04,67,57,1007.4448656290677,1001.524976732983,Manjimup,"Southwest, Western Australia"
1990-03-05,84,64,1013.6664511872738,1010.6002505516866,Manjimup,"Southwest, Western Australia"
1990-03-06,84,58,1011.0386400136426,1005.7641159740667,Manjimup,"Southwest, Western Australia"
1990-03-07,94,84,1009.948961929702,1007.1862332488023,Manjimup,"Southwest, Western Australia"
1990-03-08,75,76,1006.0857542546793,1003.6331896652102,Manjimup,"Southwest, Western Australia"
1990-03-09,73,78,1014.7099480386568,1012.893144910204,Manjimup,"Southwest, Western Australia"
1990-03-10,84,85,1013.9732544037234,1014.6644224237559,Manjimup,"Southwest, Western Australia"
1990-03-11,75,85,1012.9938189736829,1014.5493628050089,Manjimup,"Southwest, Western Australia"
1990-03-12,66,77,1012.2731759880783,1012.9287181415192,Manjimup,"Southwest, Western Australia"
1990-03-13,81,78,1013.8457548921202,1013.434606634869,Manjimup,"Southwest, Western Australia"
1990-03-14,82,57,1009.3577482404054,1006.4935639910517,Manjimup,"Southwest, Western Australia"
1990-03-15,71,54,1004.4933901538188,1003.4813146214065,Manjimup,"Southwest, Western Australia"
1990-03-16,72,82,1010.1607006889625,1007.7220532385919,Manjimup,"Southwest, Western Australia"
1990-03-17,88,50,1009.1949171525163,1009.8938621166136,Manjimup,"Southwest, Western Australia"
1990-03-18,92,77,1012.3105362522988,1010.6360591998067,Manjimup,"Southwest, Western Australia"
1990-03-19,75,88,1013.4396306056215,1013.809041670858,Manjimup,"Southwest, Western Australia"
1990-03-20,93,81,1015.4407589291441,1012.549494718851,Manjimup,"Southwest, Western Australia"
1990-03-21,85,77,1009.199911126251,1009.1755384130344,Manjimup,"Southwest, Western Australia"
1990-03-22,69,76,1013.5840541226668,1007.7698309263033,Manjimup,"Southwest, Western Australia"
1990-03-23,97,86,1012.0680694185174,1011.3008700772095,Manjimup,"Southwest, Western Australia"
1990-03-24,60,85,1008.2700252572506,1004.3135379548322,Manjimup,"Southwest, Western Australia"
1990-03-25,78,54,1014.6775432369858,1011.8450456994884,Manjimup,"Southwest, Western Australia"
1990-03-26,83,85,1016.7607547110971,1016.3413009737249,Manjimup,"Southwest, Western Australia"
1990-03-27,63,62,1014.7984606925842,1011.9377697895513,Manjimup,"Southwest, Western Australia"
1990-03-28,89,73,1009.6836383473341,1009.3438689075899,Manjimup,"Southwest, Western Australia"
1990-03-29,76,70,1017.3361807584356,1014.3192449736418,Manjimup,"Southwest, Western Australia"
1990-03-30,80,64,1017.1747928250377,1014.275990315031,Manjimup,"Southwest, Western Australia"
1990-03-31,78,87,1014.2844322774638,1013.0194067593729,Manjimup,"Southwest, Western Australia"
1990-04-01,74,78,1005.6943088998561,1007.351756950675,Manjimup,"Southwest, Western Australia"
1990-04-02,75,67,1017.7454985580429,1015.7457838109591,Manjimup,"Southwest, Western Australia"
1990-04-03,77,89,1012.6108826144155,1008.1020150263705,Manjimup,"Southwest, Western Australia"
1990-04-04,85,71,1007.2026985064341,1006.8370485331662,Manjimup,"Southwest, Western Australia"
1990-04-05,77,69,1009.9470730706961,1011.4925857503252,Manjimup,"Southwest, Western Australia"
1990-04-06,92,71,1004.224103743171,1003.3336782490287,Manjimup,"Southwest, Western Australia"
1990-04-07,77,71,1003.3597224195923,1001.6605356960157,Manjimup,"Southwest, Western Australia"
1990-04-08,76,53,1006.6817586839211,1005.8993486653609,Manjimup,"Southwest, Western Australia"
1990-04-09,86,60,1007.8227420245057,1009.5890873112229,Manjimup,"Southwest, Western Australia"
1990-04-10,72,64,1013.1691778221001,1011.4014316988479,Manjimup,"Southwest, Western Australia"
1990-04-11,90,70,1011.4830577266181,1009.6357799420741,Manjimup,"Southwest, Western Australia"
1990-04-12,77,66,1018.1349618641957,1013.4856651383118,Manjimup,"Southwest, Western Australia"
1990-04-13,77,62,1009.1840051481827,1012.3217418988827,Manjimup,"Southwest, Western Australia"
1990-04-14,76,62,1012.7631415551555,1014.9826640361259,Manjimup,"Southwest, Western Australia"
1990-04-15,60,63,1006.9171681323935,1005.2773339356277,Manjimup,"Southwest, Western Australia"
1990-04-16,91,50,1013.6760966620868,1010.2608562050973,Manjimup,"Southwest, Western Australia"
1990-04-17,97,80,1011.9320384116963,1013.5369116693219,Manjimup,"Southwest, Western Australia"
1990-04-18,69,82,1002.4804080467469,1001.6032423463715,Manjimup,"Southwest, Western Australia"
1990-04-19,60,67,1008.5986602531852,1007.3139101150927,Manjimup,"Southwest, Western Australia"
1990-04-20,98,80,1021.2332481753147,1019.0916889681176,Manjimup,"Southwest, Western Australia"
1990-04-21,82,67,1015.7554306881133,1013.5261915809224,Manjimup,"Southwest, Western Australia"
1990-04-22,92,88,1014.0366905311955,1012.47599736771,Manjimup,"Southwest, Western Australia"
1990-04-23,62,79,1009.6316816250123,1010.1297731047046,Manjimup,"Southwest, Western Australia"
1990-04-24,63,57,1014.0895577560248,1013.0846796537877,Manjimup,"Southwest, Western Australia"
1990-04-25,91,83,1004.6826941768779,1006.9856489645679,Manjimup,"Southwest, Western Australia"
1990-04-26,95,67,1013.6029022682542,1011.5428982230633,Manjimup,"Southwest, Western Australia"
1990-04-27,87,67,1014.452629453753,1013.2857023318066,Manjimup,"Southwest, Western Australia"
1990-04-28,78,89,1010.8884645446017,1010.3084019819956,Manjimup,"Southwest, Western Australia"
1990-04-29,73,80,1010.4362667827344,1005.2086496983426,Manjimup,"Southwest, Western Australia"
1990-04-30,89,79,1008.7887863666324,1009.4791022879843,Manjimup,"Southwest, Western Australia"
1990-05-01,71,55,1013.588739124707,1017.3735951077584,Manjimup,"Southwest, Western Australia"
1990-05-02,82,64,1012.5589991417922,1013.2135250223608,Manjimup,"Southwest, Western Australia"
1990-05-03,97,86,1007.8463621561399,1006.5246601869344,Manjimup,"Southwest, Western Australia"
1990-05-04,71,88,1005.1695808050464,1002.69286798275,Manjimup,"Southwest, Western Australia"
1990-05-05,81,75,1014.1961585969381,1014.976514665146,Manjimup,"Southwest, Western Australia"
1990-05-06,93,68,1006.6153074051199,1005.386675199762,Manjimup,"Southwest, Western Australia"
1990-05-07,91,85,1010.3580647617372,1008.154965353605,Manjimup,"Southwest, Western Australia"
1990-05-08,84,54,1007.1249234860153,1010.2972261822226,Manjimup,"Southwest, Western Australia"
1990-05-09,92,67,1010.411612577977,1005.6193039883015,Manjimup,"Southwest, Western Australia"
1990-05-10,97,60,1008.2005373302165,1005.858707903197,Manjimup,"Southwest, Western Australia"
1990-05-11,69,79,1017.6461266277486,1018.4183424073673,Manjimup,"Southwest, Western Australia"
1990-05-12,97,80,1007.1342982412142,1005.8992212264347,Manjimup,"Southwest, Western Australia"
1990-05-13,86,72,1011.6124215553054,1010.133847238884,Manjimup,"Southwest, Western Australia"
1990-05-14,67,82,1012.5654246956002,1011.9120502985303,Manjimup,"Southwest, Western Australia"
1990-05-15,68,86,1012.7206447707813,1012.7119124414097,Manjimup,"Southwest, Western Australia"
1990-05-16,81,85,1012.4106700829146,1010.7378373801561,Manjimup,"Southwest, Western Australia"
1990-05-17,68,84,1012.6101272012977,1012.7825537837218,Manjimup,"Southwest, Western Australia"
1990-05-18,88,51,1013.7589473980132,1011.8508872226822,Manjimup,"Southwest, Western Australia"
1990-05-19,90,75,1016.2925996867867,1015.0369368939129,Manjimup,"Southwest, Western Australia"
1990-05-20,85,58,1017.3218751003305,1015.1551446935337,Manjimup,"Southwest, Western Australia"
1990-05-21,85,64,1015.5437337985113,1013.5460601723721,Manjimup,"Southwest, Western Australia"
1990-05-22,74,82,1008.053114164098,1006.764713573204,Manjimup,"Southwest, Western Australia"
1990-05-23,77,83,1006.69672821298,1003.5718808103794,Manjimup,"Southwest, Western Australia"
1990-05-24,81,74,1010.3663040710878,1009.1057996814103,Manjimup,"Southwest, Western Australia"
1990-05-25,73,89,1005.824043048297,1004.2774507484393,Manjimup,"Southwest, Western Australia"
1990-05-26,93,76,1008.1348335196935,1004.263074711088,Manjimup,"Southwest, Western Australia"
1990-05-27,64,65,1009.7564300176612,1008.0119036343659,Manjimup,"Southwest, Western Australia"
1990-05-28,83,71,1014.5198220345263,1014.1564627681814,Manjimup,"Southwest, Western Australia"
1990-05-29,90,73,1006.8554393784458,1002.192409518825,Manjimup,"Southwest, Western Australia"
1990-05-30,88,64,1014.3311038942838,1011.522721899518,Manjimup,"Southwest, Western Australia"
1990-05-31,99,82,1007.1100797258424,1001.6010434093641,Manjimup,"Southwest, Western Australia"
1990-06-01,87,78,1009.891384503345,1010.692757678171,Manjimup,"Southwest, Western Australia"
1990-06-02,99,56,1010.5606055785898,1009.3074476881995,Manjimup,"Southwest, Western Australia"
1990-06-03,69,86,1012.0561878412293,1009.4190665810047,Manjimup,"Southwest, Western Australia"
1990-06-04,67,75,1015.3767719847782,1012.5243953657135,Manjimup,"Southwest, Western Australia"
1990-06-05,82,81,1014.2287686019947,1013.6918737869928,Manjimup,"Southwest, Western Australia"
1990-06-06,92,56,1011.3954854080366,1014.3837829548584,Manjimup,"Southwest, Western Australia"
1990-06-07,63,53,1001.9444610527546,1000.1145012951396,Manjimup,"Southwest, Western Australia"
1990-06-08,69,74,1013.5577560241426,1016.6150239735362,Manjimup,"Southwest, Western Australia"
1990-06-09,72,51,1017.2607512138392,1015.0991692773467,Manjimup,"Southwest, Western Australia"
1990-06-10,64,64,1008.3552265897739,1004.5992603330878,Manjimup,"Southwest, Western Australia"
1990-06-11,90,73,1006.4444999876586,1006.1349367695739,Manjimup,"Southwest, Western Australia"
1990-06-12,66,85,1017.0390582641995,1014.9178092072249,Manjimup,"Southwest, Western Australia"
1990-06-13,70,84,1012.2573418382638,1009.2402657288052,Manjimup,"Southwest, Western Australia"
1990-06-14,90,55,1008.9430768115528,1011.601715886398,Manjimup,"Southwest, Western Australia"
1990-06-15,69,72,1006.7340790802933,1008.3290290733506,Manjimup,"Southwest, Western Australia"
1990-06-16,62,53,1011.5468343917024,1012.4927361276103,Manjimup,"Southwest, Western Australia"
1990-06-17,61,58,1009.5890471108406,1006.1911122906598,Manjimup,"Southwest, Western Australia"
1990-06-18,98,62,1017.6097552884253,1014.8290112738238,Manjimup,"Southwest, Western Australia"
1990-06-19,73,66,1016.4754060089828,1015.6711140365734,Manjimup,"Southwest, Western Australia"
1990-06-20,71,78,1015.7115223859967,1012.4575679978445,Manjimup,"Southwest, Western Australia"
1990-06-21,65,68,1017.3627963570954,1015.7002145198147,Manjimup,"Southwest, Western Australia"
1990-06-22,89,74,1014.2263472883128,1013.9678532570533,Manjimup,"Southwest, Western Australia"
1990-06-23,80,82,1012.5437778159237,1009.8212464987079,Manjimup,"Southwest, Western Australia"
1990-06-24,94,87,1013.4485511560879,1009.5980119461508,Manjimup,"Southwest, Western Australia"
1990-06-25,92,88,1016.749253021006,1016.3151773106068,Manjimup,"Southwest, Western Australia"
1990-06-26,90,83,1005.8775709239507,1002.0166789172678,Manjimup,"Southwest, Western Australia"
1990-06-27,82,68,1008.9064395720326,1006.5175960826384,Manjimup,"Southwest, Western Australia"
1990-06-28,65,70,1021.3404228218965,1020.3680173993292,Manjimup,"Southwest, Western Australia"
1990-06-29,78,55,1009.8867778241865,1010.2722816918773,Manjimup,"Southwest, Western Australia"
1990-06-30,61,78,1007.0172094442637,1004.1367308302777,Manjimup,"Southwest, Western Australia"
1990-07-01,73,77,1009.9865315752345,1012.3778575398453,Manjimup,"Southwest, Western Australia"
1990-07-02,78,58,1016.6977939692985,1018.1702527961114,Manjimup,"Southwest, Western Australia"
1990-07-03,87,89,1012.0530547052203,1009.2423954975682,Manjimup,"Southwest, Western Australia"
1990-07-04,79,66,1011.7519433574593,1012.0465358627661,Manjimup,"Southwest, Western Australia"
1990-07-05,97,56,1014.8453354558308,1012.4033921266135,Manjimup,"Southwest, Western Australia"
1990-07-06,67,68,1011.4344638806531,1009.798587400757,Manjimup,"Southwest, Western Australia"
1990-07-07,84,69,1020.0419063757516,1018.2191670540767,Manjimup,"Southwest, Western Australia"
1990-07-08,99,89,1008.8774000206015,1008.4667131295766,Manjimup,"Southwest, Western Australia"
1990-07-09,75,80,1008.7135944599444,1008.2994276103741,Manjimup,"Southwest, Western Australia"
1990-07-10,66,60,1007.9337618550339,1008.5419983313743,Manjimup,"Southwest, Western Australia"
1990-07-11,69,51,1007.6048337251757,1011.2174404972687,Manjimup,"Southwest, Western Australia"
1990-07-12,60,74,1013.6722092149631,1014.7239791984608,Manjimup,"Southwest, Western Australia"
1990-07-13,64,84,1007.3752388027771,1007.116528596898,Manjimup,"Southwest, Western Australia"
1990-07-14,74,62,1012.2420959660244,1010.5380712438431,Manjimup,"Southwest, Western Australia"
1990-07-15,64,53,1011.3211805153032,1013.2957373743905,Manjimup,"Southwest, Western Australia"
1990-07-16,66,86,1012.181544937865,1010.29933737087,Manjimup,"Southwest, Western Australia"
1990-07-17,69,58,1013.0505225162589,1009.1405190720202,Manjimup,"Southwest, Western Australia"
1990-07-18,96,57,1010.5386711297199,1007.9933844401376,Manjimup,"Southwest, Western Australia"
1990-07-19,86,65,1015.3002463271179,1014.0929063334947,Manjimup,"Southwest, Western Australia"
1990-07-20,98,56,1009.7052972328861,1007.1671998063364,Manjimup,"Southwest, Western Australia"
1990-07-21,80,78,1009.91584255634,1010.1580602955452,Manjimup,"Southwest, Western Australia"
1990-07-22,69,57,1008.2091504050412,1007.6776204527076,Manjimup,"Southwest, Western Australia"
1990-07-23,76,80,1014.7366412525718,1014.7727222840958,Manjimup,"Southwest, Western Australia"
1990-07-24,71,84,1020.6998827319213,1020.5369607879592,Manjimup,"Southwest, Western Australia"
1990-07-25,99,88,1009.844004269317,1008.8293133537784,Manjimup,"Southwest, Western Australia"
1990-07-26,77,66,1014.3409676779738,1013.7913184684219,Manjimup,"Southwest, Western Australia"
1990-07-27,99,81,1013.223352493712,1015.0260662563284,Manjimup,"Southwest, Western Australia"
1990-07-28,93,51,1017.7439360678378,1016.013238246537,Manjimup,"Southwest, Western Australia"
1990-07-29,71,59,1013.2151807987198,1009.289980509152,Manjimup,"Southwest, Western Australia"
1990-07-30,74,80,1012.6163074849379,1011.1150466076975,Manjimup,"Southwest, Western Australia"
1990-07-31,75,61,1022.6499619023034,1021.8012143634426,Manjimup,"Southwest, Western Australia"
1990-08-01,81,69,1015.0551232805059,1009.7835957725563,Manjimup,"Southwest, Western Australia"
1990-08-02,65,86,1012.1871421924894,1009.5761714307438,Manjimup,"Southwest, Western Australia"
1990-08-03,73,84,1010.6398988452592,1009.3749129418572,Manjimup,"Southwest, Western Australia"
1990-08-04,63,85,1014.6468181924124,1015.8281632245453,Manjimup,"Southwest, Western Australia"
1990-08-05,91,67,1012.0754439022776,1009.6977406130874,Manjimup,"Southwest, Western Australia"
1990-08-06,72,77,1013.5704245092968,1010.6385487897463,Manjimup,"Southwest, Western Australia"
1990-08-07,83,75,1010.2018892135409,1013.1948296258415,Manjimup,"Southwest, Western Australia"
1990-08-08,77,70,1016.7633091806707,1018.2282867480335,Manjimup,"Southwest, Western Australia"
1990-08-09,89,87,1012.1129216332562,1011.2352238544487,Manjimup,"Southwest, Western Australia"
1990-08-10,65,62,1009.1098182264079,1006.8571065588994,Manjimup,"Southwest, Western Australia"
1990-08-11,80,67,1011.1747383153288,1013.8354430093573,Manjimup,"Southwest, Western Australia"
1990-08-12,65,85,1022.5153345446485,1019.4667787109323,Manjimup,"Southwest, Western Australia"
1990-08-13,66,73,1012.618912626619,1011.439809341459,Manjimup,"Southwest, Western Australia"
1990-08-14,76,85,1019.4722767564682,1019.949065742473,Manjimup,"Southwest, Western Australia"
1990-08-15,70,54,1014.2080266123924,1012.1538385116445,Manjimup,"Southwest, Western Australia"
1990-08-16,64,75,1010.2574069677158,1011.5931612528052,Manjimup,"Southwest, Western Australia"
1990-08-17,82,68,1014.9109180094094,1009.2113968309992,Manjimup,"Southwest, Western Australia"
1990-08-18,79,62,1013.2133616264391,1011.3359725221829,Manjimup,"Southwest, Western Australia"
1990-08-19,81,82,1008.1662897038732,1010.0512615533847,Manjimup,"Southwest, Western Australia"
1990-08-20,69,72,1014.5854063407869,1014.7091769606133,Manjimup,"Southwest, Western Australia"
1990-08-21,95,78,1018.7117308167956,1017.0789844367265,Manjimup,"Southwest, Western Australia"
1990-08-22,95,87,1008.9341128825084,1007.3482408829433,Manjimup,"Southwest, Western Australia"
1990-08-23,71,58,1012.8341170187939,1011.9275004896917,Manjimup,"Southwest, Western Australia"
1990-08-24,78,74,1020.0796500595904,1019.8939324932494,Manjimup,"Southwest, Western Australia"
1990-08-25,79,78,1013.0987498935106,1009.715462247117,Manjimup,"Southwest, Western Australia"
1990-08-26,77,66,1015.3203533134074,1014.7923968031546,Manjimup,"Southwest, Western Australia"
1990-08-27,70,68,1009.454778002479,1007.5856402926023,Manjimup,"Southwest, Western Australia"
1990-08-28,96,81,1005.8546574693321,1001.4084868054609,Manjimup,"Southwest, Western Australia"
1990-08-29,60,87,1002.1712380240708,1000.3770763691649,Manjimup,"Southwest, Western Australia"
1990-08-30,90,78,1005.1500034599696,1007.0129748844438,Manjimup,"Southwest, Western Australia"
1990-08-31,81,53,1015.6849302078718,1018.4191232525802,Manjimup,"Southwest, Western Australia"
1990-09-01,92,81,1013.871902530382,1010.951528275097,Manjimup,"Southwest, Western Australia"
1990-09-02,77,81,1017.4242514402862,1017.3290938058806,Manjimup,"Southwest, Western Australia"
1990-09-03,73,52,1012.9655167102275,1009.3884145834802,Manjimup,"Southwest, Western Australia"
1990-09-04,63,79,1013.757870341788,1011.7036398974287,Manjimup,"Southwest, Western Australia"
1990-09-05,91,65,1007.6267105721332,1005.4656393500227,Manjimup,"Southwest, Western Australia"
1990-09-06,92,87,1012.5041311346049,1011.2628109104752,Manjimup,"Southwest, Western Australia"
1990-09-07,92,89,1013.0178345512534,1010.5602428005604,Manjimup,"Southwest, Western Australia"
1990-09-08,98,74,1015.9294774356933,1014.151615648309,Manjimup,"Southwest, Western Australia"
1990-09-09,97,72,1013.3904525642785,1008.8413533000942,Manjimup,"Southwest, Western Australia"
1990-09-10,75,60,1016.9531396989505,1013.5808391781238,Manjimup,"Southwest, Western Australia"
1990-09-11,99,84,1015.07918189389,1010.6897084672217,Manjimup,"Southwest, Western Australia"
1990-09-12,80,83,1008.0391626536443,1007.6450317470893,Manjimup,"Southwest, Western Australia"
1990-09-13,91,55,1013.1243947275091,1011.757418804612,Manjimup,"Southwest, Western Australia"
1990-09-14,85,54,1006.8638841584599,1002.9343553210027,Manjimup,"Southwest, Western Australia"
1990-09-15,60,53,1008.7583297925913,1005.7030251340742,Manjimup,"Southwest, Western Australia"
1990-09-16,92,57,1011.9128775248392,1013.4735634446469,Manjimup,"Southwest, Western Australia"
1990-09-17,85,67,1015.4198156956916,1017.4846020638765,Manjimup,"Southwest, Western Australia"
1990-09-18,62,65,1010.9411163141066,1011.4591636706051,Manjimup,"Southwest, Western Australia"
1990-09-19,90,70,1007.5446444725897,1006.6232281038879,Manjimup,"Southwest, Western Australia"
1990-09-20,77,53,1009.768393903258,1003.4260317458777,Manjimup,"Southwest, Western Australia"
1990-09-21,66,70,1003.2185016641387,1001.3674481767381,Manjimup,"Southwest, Western Australia"
1990-09-22,82,68,1005.9661144248657,1007.0132857606362,Manjimup,"Southwest, Western Australia"
1990-09-23,89,52,1013.1377522156228,1014.4068101865835,Manjimup,"Southwest, Western Australia"
1990-09-24,67,74,1016.9652195903022,1014.0407527971195,Manjimup,"Southwest, Western Australia"
1990-09-25,88,88,1015.5305173605637,1014.7930791276651,Manjimup,"Southwest, Western Australia"
1990-09-26,79,51,1016.9620953892794,1013.3168493571819,Manjimup,"Southwest, Western Australia"
1990-09-27,60,84,1005.6986800173862,1004.5269715532968,Manjimup,"Southwest, Western Australia"
1990-09-28,67,88,1008.9843922154071,1006.7493601486433,Manjimup,"Southwest, Western Australia"
1990-09-29,89,88,1007.0017237895336,1006.2238698490419,Manjimup,"Southwest, Western Australia"
1990-09-30,83,77,1013.8948628249653,1008.8675757461874,Manjimup,"Southwest, Western Australia"
1990-10-01,76,70,1006.7353492562665,1007.8061506615148,Manjimup,"Southwest, Western Australia"
1990-10-02,62,80,1016.120551659324,1016.9783184255801,Manjimup,"Southwest, Western Australia"
1990-10-03,94,79,1017.2419531619719,1014.7888808842292,Manjimup,"Southwest, Western Australia"
1990-10-04,72,69,1020.1869039158923,1022.04061369058,Manjimup,"Southwest, Western Australia"
1990-10-05,70,51,1012.0077556275907,1014.4318041465378,Manjimup,"Southwest, Western Australia"
1990-10-06,75,62,1016.2125275543905,1014.9052866571786,Manjimup,"Southwest, Western Australia"
1990-10-07,92,52,1015.5894153698312,1015.9987163354652,Manjimup,"Southwest, Western Australia"
1990-10-08,65,74,1014.477211306702,1011.2187871038617,Manjimup,"Southwest, Western Australia"
1990-10-09,87,82,1016.4481440890306,1014.8224964485967,Manjimup,"Southwest, Western Australia"
1990-10-10,76,84,1015.0781483936084,1017.0414919287922,Manjimup,"Southwest, Western Australia"
1990-10-11,65,50,1011.3435111397961,1008.575984140761,Manjimup,"Southwest, Western Australia"
1990-10-12,79,88,1012.1377504885465,1008.108655787019,Manjimup,"Southwest, Western Australia"
1990-10-13,71,61,1011.4074619138088,1009.6442944474182,Manjimup,"Southwest, Western Australia"
1990-10-14,98,58,1014.1134582498964,1012.5067490153442,Manjimup,"Southwest, Western Australia"
1990-10-15,67,85,1010.8829091514663,1010.7409870564717,Manjimup,"Southwest, Western Australia"
1990-10-16,84,88,1005.7322518190241,1001.7781173035584,Manjimup,"Southwest, Western Australia"
1990-10-17,92,82,1012.195626970044,1008.4837141317857,Manjimup,"Southwest, Western Australia"
