Date,9am Relative Humidity (%),3pm Relative Humidity (%),9am MSL Pressure (hPa),3pm MSL Pressure (hPa),Station Name,Region Name
1990-04-30,93,49,1015.5932119564159,1012.842520659332,Merredin,"Wheatbelt, Western Australia"
1990-05-01,61,64,1016.6867037646329,1021.8249660104213,Merredin,"Wheatbelt, Western Australia"
1990-05-02,88,35,1008.0029329219257,1006.7098394448298,Merredin,"Wheatbelt, Western Australia"
1990-05-03,89,64,1017.9219104959301,1018.7517930093455,Merredin,"Wheatbelt, Western Australia"
1990-05-04,45,64,1015.9176808537959,1011.1341099781579,Merredin,"Wheatbelt, Western Australia"
1990-05-05,81,31,1008.1534140099228,1006.0352640870874,Merredin,"Wheatbelt, Western Australia"
1990-05-06,75,62,1018.2906296677811,1019.0604596995573,Merredin,"Wheatbelt, Western Australia"
1990-05-07,40,30,1003.7316515167748,1000.6984707241127,Merredin,"Wheatbelt, Western Australia"
1990-05-08,71,67,1011.4513750571699,1007.2229982894953,Merredin,"Wheatbelt, Western Australia"
1990-05-09,45,32,1013.5032767462015,1010.7792757913317,Merredin,"Wheatbelt, Western Australia"
1990-05-10,70,35,1011.127908652054,1004.6025670254027,Merredin,"Wheatbelt, Western Australia"
1990-05-11,40,87,1011.4246511634648,1006.6081614814893,Merredin,"Wheatbelt, Western Australia"
1990-05-12,89,87,1028.739119134927,1025.8541195664625,Merredin,"Wheatbelt, Western Australia"
1990-05-13,90,42,1012.7679028877723,1005.9246180541976,Merredin,"Wheatbelt, Western Australia"
1990-05-14,76,31,1012.3030066576614,1011.0666244425663,Merredin,"Wheatbelt, Western Australia"
1990-05-15,74,37,1017.5242260501477,1017.570245195213,Merredin,"Wheatbelt, Western Australia"
1990-05-16,88,69,1015.1545081466472,1016.0787348103381,Merredin,"Wheatbelt, Western Australia"
1990-05-17,69,64,1018.9465885525152,1014.6365183424632,Merredin,"Wheatbelt, Western Australia"
1990-05-18,43,74,1019.1266064742028,1020.3381599355628,Merredin,"Wheatbelt, Western Australia"
1990-05-19,74,61,1014.3918300585101,1012.2312303056176,Merredin,"Wheatbelt, Western Australia"
1990-05-20,82,54,1019.1790239497659,1021.3772531467656,Merredin,"Wheatbelt, Western Australia"
1990-05-21,53,44,1012.2348751108442,1005.9501038528527,Merredin,"Wheatbelt, Western Australia"
1990-05-22,88,86,1011.8836081120731,1011.7656560307211,Merredin,"Wheatbelt, Western Australia"
1990-05-23,79,81,1015.5904242191801,1008.940352638525,Merredin,"Wheatbelt, Western Australia"
1990-05-24,61,80,1012.0612185759276,1008.3160788417158,Merredin,"Wheatbelt, Western Australia"
1990-05-25,49,61,1016.7863084838085,1015.3728979210939,Merredin,"Wheatbelt, Western Australia"
1990-05-26,40,84,1018.0418736085453,1019.2451186476361,Merredin,"Wheatbelt, Western Australia"
1990-05-27,50,51,1006.5585167288975,1004.2324634671588,Merredin,"Wheatbelt, Western Australia"
1990-05-28,90,49,1016.5068790766736,1018.0585240896828,Merredin,"Wheatbelt, Western Australia"
1990-05-29,83,61,1010.3191817722593,1009.4070006070838,Merredin,"Wheatbelt, Western Australia"
1990-05-30,98,53,1018.4393931824726,1019.1895054513706,Merredin,"Wheatbelt, Western Australia"
1990-05-31,63,78,1012.4432748860922,1015.6441224820785,Merredin,"Wheatbelt, Western Australia"
1990-06-01,99,79,1021.9268699225181,1022.1942804643642,Merredin,"Wheatbelt, Western Australia"
1990-06-02,42,65,1016.4234742576833,1016.4066916729615,Merredin,"Wheatbelt, Western Australia"
1990-06-03,97,80,1017.1649756467957,1020.0969442236872,Merredin,"Wheatbelt, Western Australia"
1990-06-04,74,62,1015.6250898369493,1012.3181313694297,Merredin,"Wheatbelt, Western Australia"
1990-06-05,75,30,1010.5027285595651,1009.0211790457687,Merredin,"Wheatbelt, Western Australia"
1990-06-06,70,67,1016.1761195071555,1017.839109039513,Merredin,"Wheatbelt, Western Australia"
1990-06-07,99,50,1008.9837469486046,1008.711847294232,Merredin,"Wheatbelt, Western Australia"
1990-06-08,43,38,1006.403088749613,1006.2515140464783,Merredin,"Wheatbelt, Western Australia"
1990-06-09,58,73,1017.9659938382871,1016.3856983177154,Merredin,"Wheatbelt, Western Australia"
1990-06-10,86,35,1010.1105346214443,1011.7533684389471,Merredin,"Wheatbelt, Western Australia"
1990-06-11,75,70,1016.3265342531762,1020.2413965427401,Merredin,"Wheatbelt, Western Australia"
1990-06-12,60,78,1017.5335022610699,1014.9599948610671,Merredin,"Wheatbelt, Western Australia"
1990-06-13,57,55,1017.6446032520181,1023.7342843963243,Merredin,"Wheatbelt, Western Australia"
1990-06-14,90,85,1010.7877582404748,1011.2901114279086,Merredin,"Wheatbelt, Western Australia"
1990-06-15,67,36,1016.9568703514532,1020.1581895436351,Merredin,"Wheatbelt, Western Australia"
1990-06-16,54,48,1009.1678480752192,1013.4043116788085,Merredin,"Wheatbelt, Western Australia"
1990-06-17,81,53,1022.4903499323802,1025.4030588544842,Merredin,"Wheatbelt, Western Australia"
1990-06-18,98,35,1003.4856531530264,1004.4309429692748,Merredin,"Wheatbelt, Western Australia"
1990-06-19,41,40,1021.058031786913,1015.2846935498537,Merredin,"Wheatbelt, Western Australia"
1990-06-20,76,65,1013.7804756700125,1012.2987260897006,Merredin,"Wheatbelt, Western Australia"
1990-06-21,50,83,1008.9737098304312,1009.1132786906925,Merredin,"Wheatbelt, Western Australia"
1990-06-22,62,80,1013.5413340764721,1012.2819751592625,Merredin,"Wheatbelt, Western Australia"
1990-06-23,83,50,1015.3080239965027,1016.6744900971992,Merredin,"Wheatbelt, Western Australia"
1990-06-24,80,30,1011.5583855000949,1014.2250697041184,Merredin,"Wheatbelt, Western Australia"
1990-06-25,51,75,1018.1571581286561,1019.605938228989,Merredin,"Wheatbelt, Western Australia"
1990-06-26,42,61,1016.0737247761077,1022.0183459732136,Merredin,"Wheatbelt, Western Australia"
1990-06-27,91,37,1012.6741974902498,1012.9923580949236,Merredin,"Wheatbelt, Western Australia"
1990-06-28,56,46,1015.4566765484286,1019.8878017939088,Merredin,"Wheatbelt, Western Australia"
1990-06-29,72,65,1011.5611953741593,1009.577816731638,Merredin,"Wheatbelt, Western Australia"
1990-06-30,94,67,1027.943811245151,1030.344045320711,Merredin,"Wheatbelt, Western Australia"
1990-07-01,40,47,1026.3441095585845,1026.3466632703464,Merredin,"Wheatbelt, Western Australia"
1990-07-02,78,85,1023.2048511022352,1022.9335538674696,Merredin,"Wheatbelt, Western Australia"
1990-07-03,59,46,1018.5402051989371,1025.4981957083992,Merredin,"Wheatbelt, Western Australia"
1990-07-04,86,50,1006.7332364788882,1002.9116917105458,Merredin,"Wheatbelt, Western Australia"
1990-07-05,82,86,1006.9836403978801,1004.2955354089113,Merredin,"Wheatbelt, Western Australia"
1990-07-06,91,65,1020.148222055214,1019.146774533748,Merredin,"Wheatbelt, Western Australia"
1990-07-07,96,65,1014.2655794602296,1016.8279225438739,Merredin,"Wheatbelt, Western Australia"
1990-07-08,80,53,1018.5396489140682,1017.5856910761563,Merredin,"Wheatbelt, Western Australia"
1990-07-09,53,54,1018.8753691728125,1019.7599097718854,Merredin,"Wheatbelt, Western Australia"
1990-07-10,70,87,1012.2483996018294,1004.9696290020712,Merredin,"Wheatbelt, Western Australia"
1990-07-11,64,40,1014.023695468606,1015.8319740369966,Merredin,"Wheatbelt, Western Australia"
1990-07-12,42,51,1026.0345129756183,1026.3757657879996,Merredin,"Wheatbelt, Western Australia"
1990-07-13,43,50,1013.1311210949423,1011.9569498535413,Merredin,"Wheatbelt, Western Australia"
1990-07-14,70,71,1021.7721444910774,1026.2593512286378,Merredin,"Wheatbelt, Western Australia"
1990-07-15,74,57,1014.0944260675468,1012.7048242155174,Merredin,"Wheatbelt, Western Australia"
1990-07-16,83,50,1015.6967500936948,1020.2152534888831,Merredin,"Wheatbelt, Western Australia"
1990-07-17,53,67,1014.442635565704,1014.5645172612743,Merredin,"Wheatbelt, Western Australia"
1990-07-18,88,77,1020.0572407988881,1015.9553773437742,Merredin,"Wheatbelt, Western Australia"
1990-07-19,80,50,1011.5321184873819,1008.8054864044383,Merredin,"Wheatbelt, Western Australia"
1990-07-20,48,48,1016.3938167746512,1016.3097562863276,Merredin,"Wheatbelt, Western Australia"
1990-07-21,59,49,1004.7265011508723,1005.8542792671892,Merredin,"Wheatbelt, Western Australia"
1990-07-22,71,40,1012.1454574643142,1013.7253450291273,Merredin,"Wheatbelt, Western Australia"
1990-07-23,48,37,1013.4688161077056,1018.5038331045961,Merredin,"Wheatbelt, Western Australia"
1990-07-24,66,72,1013.4215681635416,1011.0558334644653,Merredin,"Wheatbelt, Western Australia"
1990-07-25,42,71,1010.5514650707684,1009.3860205865814,Merredin,"Wheatbelt, Western Australia"
1990-07-26,96,61,1003.3842801106928,1001.7325169855071,Merredin,"Wheatbelt, Western Australia"
1990-07-27,92,44,1017.3988118097072,1018.0371174046297,Merredin,"Wheatbelt, Western Australia"
1990-07-28,43,59,1015.2085632334738,1010.6913652630078,Merredin,"Wheatbelt, Western Australia"
1990-07-29,84,81,1015.3934564162104,1016.4060103743464,Merredin,"Wheatbelt, Western Australia"
1990-07-30,54,81,1019.15548720664,1020.4810269770716,Merredin,"Wheatbelt, Western Australia"
1990-07-31,72,61,1006.6781415248872,1004.3771988382763,Merredin,"Wheatbelt, Western Australia"
1990-08-01,44,63,1004.3716782136654,1002.9780396469118,Merredin,"Wheatbelt, Western Australia"
1990-08-02,43,60,1021.4763192838557,1022.8964887949123,Merredin,"Wheatbelt, Western Australia"
1990-08-03,85,69,1010.1168368637169,1009.9168518766974,Merredin,"Wheatbelt, Western Australia"
1990-08-04,51,84,1015.7181967778931,1013.8997807865825,Merredin,"Wheatbelt, Western Australia"
1990-08-05,62,73,1011.4447816717012,1012.9053470173278,Merredin,"Wheatbelt, Western Australia"
1990-08-06,53,63,1009.2599293418498,1008.0449719703545,Merredin,"Wheatbelt, Western Australia"
1990-08-07,97,89,1009.2736850402591,1014.2483636485647,Merredin,"Wheatbelt, Western Australia"
1990-08-08,85,59,1010.990378297072,1006.5166832521583,Merredin,"Wheatbelt, Western Australia"
1990-08-09,51,38,1022.6757431787847,1022.3002047653962,Merredin,"Wheatbelt, Western Australia"
1990-08-10,96,65,1025.8536411473747,1029.6591577487789,Merredin,"Wheatbelt, Western Australia"
1990-08-11,56,36,1018.8289002826141,1017.7535209466985,Merredin,"Wheatbelt, Western Australia"
1990-08-12,64,38,1022.8104312150648,1022.8289489837945,Merredin,"Wheatbelt, Western Australia"
1990-08-13,69,75,1015.8781377784463,1015.5233788316704,Merredin,"Wheatbelt, Western Australia"
1990-08-14,61,64,1008.2484131648596,1009.5863907627261,Merredin,"Wheatbelt, Western Australia"
1990-08-15,86,40,1023.958744037572,1023.7638433050131,Merredin,"Wheatbelt, Western Australia"
1990-08-16,65,88,1018.5804216571869,1020.3287596459785,Merredin,"Wheatbelt, Western Australia"
1990-08-17,56,82,1014.0307168366758,1017.0023467781984,Merredin,"Wheatbelt, Western Australia"
1990-08-18,97,80,1012.7368568347916,1015.4858926072782,Merredin,"Wheatbelt, Western Australia"
1990-08-19,94,68,1016.4175708373065,1011.096331656029,Merredin,"Wheatbelt, Western Australia"
1990-08-20,93,54,1008.7037420467526,1010.029699932382,Merredin,"Wheatbelt, Western Australia"
1990-08-21,59,55,1016.8151551944452,1010.9709237464357,Merredin,"Wheatbelt, Western Australia"
1990-08-22,73,60,1016.7450952784656,1012.4993312964543,Merredin,"Wheatbelt, Western Australia"
1990-08-23,80,39,1017.4656224461474,1014.5000378058768,Merredin,"Wheatbelt, Western Australia"
1990-08-24,72,82,1010.5817004693768,1012.9679954684342,Merredin,"Wheatbelt, Western Australia"
1990-08-25,76,60,1008.5690424100209,1010.567767909651,Merredin,"Wheatbelt, Western Australia"
1990-08-26,99,73,1018.1394205180693,1021.6764305285717,Merredin,"Wheatbelt, Western Australia"
1990-08-27,99,64,1017.649370374825,1018.4718219447669,Merredin,"Wheatbelt, Western Australia"
1990-08-28,97,57,1007.793109963533,1013.9968092230666,Merredin,"Wheatbelt, Western Australia"
1990-08-29,46,37,1013.5823701286652,1012.6024800344576,Merredin,"Wheatbelt, Western Australia"
1990-08-30,61,55,1012.3310422084325,1008.3399300380769,Merredin,"Wheatbelt, Western Australia"
1990-08-31,71,46,1012.3116393016395,1013.1720121240243,Merredin,"Wheatbelt, Western Australia"
1990-09-01,53,82,1016.0405365428921,1018.7470787963568,Merredin,"Wheatbelt, Western Australia"
1990-09-02,47,82,1019.8999897340818,1019.0855755821191,Merredin,"Wheatbelt, Western Australia"
1990-09-03,96,74,1026.3888800459486,1028.1418092464735,Merredin,"Wheatbelt, Western Australia"
1990-09-04,64,32,1021.063808484584,1017.43450583322,Merredin,"Wheatbelt, Western Australia"
1990-09-05,55,84,1017.8213765070167,1016.9314836492483,Merredin,"Wheatbelt, Western Australia"
1990-09-06,81,60,1015.1772426174578,1018.3641089366525,Merredin,"Wheatbelt, Western Australia"
1990-09-07,58,34,1009.6053662547095,1007.7052531451945,Merredin,"Wheatbelt, Western Australia"
1990-09-08,80,38,1015.5626051522879,1014.4124448761825,Merredin,"Wheatbelt, Western Australia"
1990-09-09,94,78,1013.923507251163,1013.0482998671149,Merredin,"Wheatbelt, Western Australia"
1990-09-10,55,50,1023.8796272208982,1025.4107718499938,Merredin,"Wheatbelt, Western Australia"
1990-09-11,51,77,1019.9204251266249,1020.8936765565925,Merredin,"Wheatbelt, Western Australia"
1990-09-12,78,63,1014.6164067867195,1010.8434321970168,Merredin,"Wheatbelt, Western Australia"
1990-09-13,87,36,1018.3397627006261,1015.365826202318,Merredin,"Wheatbelt, Western Australia"
1990-09-14,69,85,1009.9423459943943,1010.3374749658722,Merredin,"Wheatbelt, Western Australia"
1990-09-15,97,59,1007.3798280953115,1008.8977194053566,Merredin,"Wheatbelt, Western Australia"
1990-09-16,41,36,1015.8046277694701,1012.4790505852029,Merredin,"Wheatbelt, Western Australia"
1990-09-17,71,87,1019.2894484620537,1018.8325578665483,Merredin,"Wheatbelt, Western Australia"
1990-09-18,94,66,1006.5247941501354,1003.0311753374646,Merredin,"Wheatbelt, Western Australia"
1990-09-19,84,56,1021.1074217864444,1024.7217895882097,Merredin,"Wheatbelt, Western Australia"
1990-09-20,64,63,1014.4013220840303,1007.6767606126058,Merredin,"Wheatbelt, Western Australia"
1990-09-21,64,50,1019.5178182553747,1019.2149275762307,Merredin,"Wheatbelt, Western Australia"
1990-09-22,43,45,1013.8490096600575,1014.2057619643671,Merredin,"Wheatbelt, Western Australia"
1990-09-23,58,86,1024.028650213313,1025.0054184430874,Merredin,"Wheatbelt, Western Australia"
1990-09-24,87,41,1015.0672410870379,1019.5937531201187,Merredin,"Wheatbelt, Western Australia"
1990-09-25,43,45,1010.9810570624866,1011.5094935950011,Merredin,"Wheatbelt, Western Australia"
1990-09-26,82,87,1017.226303262672,1021.113866799071,Merredin,"Wheatbelt, Western Australia"
1990-09-27,52,72,1015.6242508473266,1014.2346509647676,Merredin,"Wheatbelt, Western Australia"
1990-09-28,78,51,1012.3490416597008,1016.6785943225154,Merredin,"Wheatbelt, Western Australia"
1990-09-29,75,57,1010.7743261024102,1011.0188937352605,Merredin,"Wheatbelt, Western Australia"
1990-09-30,62,73,1020.7511957397564,1020.6719614388044,Merredin,"Wheatbelt, Western Australia"
1990-10-01,45,48,1014.4429345226258,1014.4833728450418,Merredin,"Wheatbelt, Western Australia"
1990-10-02,63,40,1020.0914551057166,1025.2993567536676,Merredin,"Wheatbelt, Western Australia"
1990-10-03,83,42,1015.8991328795634,1018.4208219078663,Merredin,"Wheatbelt, Western Australia"
1990-10-04,72,78,1015.3627694301321,1015.4143367834216,Merredin,"Wheatbelt, Western Australia"
1990-10-05,51,84,1014.637158907034,1019.2010267546465,Merredin,"Wheatbelt, Western Australia"
